ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Andres,Cabascango,ECU,113,00:09:31,00:00:00,00:31:15,00:00:00,00:16:04,1,00:56:49
Rodrigo,Gonzalez,MEX,132,00:09:47,00:00:00,00:30:57,00:00:00,00:16:06,2,00:56:49
Wesley,Matos,BRA,116,00:09:00,00:00:00,00:00:00,00:00:00,00:00:00,3,00:56:54
Andrew,Yorke,CAN,149,00:09:43,00:00:00,00:00:00,00:00:00,00:00:00,4,00:57:21
Willy,Pickhardt,USA,136,00:09:29,00:00:00,00:00:00,00:00:00,00:00:00,5,00:57:22
Carlos Javier,Quinchara Forero,COL,111,00:09:01,00:00:00,00:00:00,00:00:00,00:00:00,6,00:57:32
Luciano,Taccone,ARG,129,00:09:44,00:00:00,00:00:00,00:00:00,00:00:00,7,00:57:41
Jason,Wilson,BAR,107,00:09:16,00:00:00,00:31:43,00:00:00,00:16:46,8,00:57:46
Zachary,Paris,USA,128,00:09:24,00:00:00,00:31:28,00:00:00,00:17:07,9,00:57:58
Scott,Dagnall,CAN,138,00:09:01,00:00:00,00:31:44,00:00:00,00:17:19,10,00:58:05
Abraham,Castellanos,MEX,122,00:09:27,00:00:00,00:31:37,00:00:00,00:17:11,11,00:58:15
César,Cárdenas,MEX,102,00:09:21,00:00:00,00:31:30,00:00:00,00:17:31,12,00:58:22
Fabian,Flores,GUA,121,00:09:14,00:00:00,00:00:00,00:00:00,00:00:00,13,00:58:26
Gerardo,Vergara,GUA,135,00:09:52,00:00:00,00:00:00,00:00:00,00:00:00,14,00:58:26
Matías,Fernández,ARG,106,00:09:44,00:00:00,00:31:05,00:00:00,00:17:38,15,00:58:28
Alex,Dean,USA,104,00:09:28,00:00:00,00:32:37,00:00:00,00:16:35,16,00:58:40
Felipe,Manente,BRA,108,00:10:03,00:00:00,00:30:45,00:00:00,00:17:56,17,00:58:43
Cuahutemoc,Martinez,MEX,137,00:10:02,00:00:00,00:32:31,00:00:00,00:16:43,18,00:59:16
Jeremy,Roles,CAN,147,00:09:32,00:00:00,00:31:21,00:00:00,00:18:34,19,00:59:27
Carlos,Fischer,VEN,105,00:09:49,00:00:00,00:32:24,00:00:00,00:17:20,20,00:59:34
Isai,Garcia,VEN,124,00:09:13,00:00:00,00:33:02,00:00:00,00:17:23,21,00:59:37
Kris,Loshack,CAN,141,00:10:18,00:00:00,00:32:28,00:00:00,00:16:56,22,00:59:42
Jassiel,Rodriguez,MEX,139,00:09:29,00:00:00,00:33:06,00:00:00,00:17:29,23,01:00:04
Duncan,Hoge,USA,123,00:10:00,00:00:00,00:32:37,00:00:00,00:17:32,24,01:00:10
Julian,Gutierrez,MEX,150,00:10:38,00:00:00,00:31:56,00:00:00,00:17:45,25,01:00:18
Carlos,Chavez,MEX,127,00:10:19,00:00:00,00:32:16,00:00:00,00:17:43,26,01:00:18
Joel,Riker-Fox,CAN,146,00:10:35,00:00:00,00:32:01,00:00:00,00:18:24,27,01:01:00
Christopher,Pons,CHI,131,00:10:46,00:00:00,00:33:15,00:00:00,00:18:10,28,01:02:10
Felipe,Barraza,CHI,118,00:10:34,00:00:00,00:31:59,00:00:00,00:19:48,29,01:02:21
Javier,Staib,ARG,115,00:10:49,00:00:00,00:33:17,00:00:00,00:18:37,30,01:02:42
Ricardo,Cambranes,GUA,101,00:09:52,00:00:00,00:32:48,00:00:00,00:20:03,31,01:02:44
Gustavo,Pontaza,GUA,126,00:10:47,00:00:00,00:33:23,00:00:00,00:19:08,32,01:03:18
Joseph,Mathieu,CAN,142,00:10:18,00:00:00,00:33:53,00:00:00,00:19:09,33,01:03:19
Miguel,Barahona,CHI,110,00:10:37,00:00:00,00:33:28,00:00:00,00:20:32,34,01:04:35
Joel,Howlett,CAN,140,00:11:01,00:00:00,00:34:33,00:00:00,00:19:17,35,01:04:48
Cuylar,Conly,CAN,133,00:13:43,00:00:00,00:34:29,00:00:00,00:18:17,36,01:06:32
Ernesto Martin,Olavide Cuba,PER,103,00:10:34,00:00:00,00:36:40,00:00:00,00:19:30,37,01:06:43
Brennan,Murphy,CAN,143,00:09:36,00:00:00,00:36:26,00:00:00,00:22:19,38,01:08:21
Henry,Corado,ESA,120,00:10:43,00:00:00,00:39:26,00:00:00,00:19:19,39,01:09:29
Mark,Brown,CAN,117,00:11:28,00:00:00,00:38:39,00:00:00,00:21:39,40,01:11:45
Thomas,Brown,CAN,130,00:13:28,00:00:00,00:39:01,00:00:00,00:20:01,41,01:12:30
