People QuickFacts,Country Club CDP,Florida
"Population, 2011 estimate    ",X,"19,082,262"
"Population, 2010 (April 1) estimates base    ",X,"18,802,690"
"Population, percent change, April 1, 2010 to July 1, 2011    ",X,1.5%
"Population, 2010    ","47,105","18,801,310"
"Persons under 5 years, percent, 2010    ",7.5%,5.7%
"Persons under 18 years, percent, 2010    ",25.0%,21.3%
"Persons 65 years and over, percent,  2010    ",8.5%,17.3%
"Female persons, percent, 2010    ",53.6%,51.1%
,,
"White persons, percent, 2010 (a)    ",77.4%,75.0%
"Black persons, percent, 2010 (a)    ",13.3%,16.0%
"American Indian and Alaska Native persons, percent, 2010 (a)    ",0.1%,0.4%
"Asian persons, percent, 2010 (a)    ",1.9%,2.4%
"Native Hawaiian and Other Pacific Islander, percent, 2010 (a)    ",Z,0.1%
"Persons reporting two or more races, percent, 2010    ",2.4%,2.5%
"Persons of Hispanic or Latino origin, percent, 2010 (b)    ",78.8%,22.5%
"White persons not Hispanic, percent, 2010    ",8.0%,57.9%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",94.0%,83.5%
"Foreign born persons, percent, 2007-2011    ",51.9%,19.2%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",80.8%,27.0%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",83.1%,85.5%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",25.4%,26.0%
"Veterans, 2007-2011    ",666,"1,637,466"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",26.9,25.7
,,
"Housing units, 2010    ","17,754","8,989,580"
"Homeownership rate, 2007-2011    ",54.5%,69.0%
"Housing units in multi-unit structures, percent, 2007-2011    ",56.8%,29.9%
"Median value of owner-occupied housing units, 2007-2011    ","$200,600","$188,600"
"Households, 2007-2011    ","14,372","7,140,096"
"Persons per household, 2007-2011    ",2.96,2.56
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$20,594","$26,733"
"Median household income, 2007-2011    ","$49,764","$47,827"
"Persons below poverty level, percent, 2007-2011    ",15.5%,14.7%
,,
Business QuickFacts,Country Club CDP,Florida
"Total number of firms, 2007    ","4,475","2,009,589"
"Black-owned firms, percent, 2007    ",S,9.0%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",3.8%,3.2%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",69.1%,22.4%
"Women-owned firms, percent, 2007    ",24.6%,28.9%
,,
"Manufacturers shipments, 2007 ($1000)    ",,"104,832,907"
"Merchant wholesaler sales, 2007 ($1000)    ","145,197","221,641,518"
"Retail sales, 2007 ($1000)    ","329,071","262,341,127"
"Retail sales per capita, 2007    ",,"$14,353"
"Accommodation and food services sales, 2007 ($1000)    ","26,774","41,922,059"
,,
Geography QuickFacts,Country Club CDP,Florida
"Land area in square miles, 2010    ",4.14,"53,624.76"
"Persons per square mile, 2010    ","11,378.0",350.6
FIPS Code    ,14895,12
Counties    ,"Miami-Dade County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
