ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Kris,Gemmell,NZL,7,00:18:46,00:01:04,01:06:44,00:00:29,00:32:52,1,01:59:58
Bevan,Docherty,NZL,2,00:19:08,00:01:06,01:07:22,00:00:29,00:32:57,2,02:01:05
Ryan,Fisher,AUS,25,00:18:54,00:01:06,01:07:35,00:00:29,00:33:13,3,02:01:18
Laurent,Vidal,FRA,1,00:19:19,00:01:08,01:08:58,00:00:29,00:31:58,4,02:01:55
Jarrod,Shoemaker,USA,4,00:18:55,00:01:11,01:09:06,00:00:29,00:32:20,5,02:02:05
Ivan,Rana,ESP,3,00:18:55,00:01:06,01:09:23,00:00:27,00:32:20,6,02:02:14
Clark,Ellice,NZL,12,00:19:08,00:01:02,01:09:15,00:00:31,00:32:23,7,02:02:23
Ryan,Sissons,NZL,5,00:19:32,00:00:59,01:08:56,00:00:31,00:32:45,8,02:02:47
Marek,Jaskolka,POL,8,00:19:05,00:01:07,01:09:15,00:00:29,00:32:59,9,02:02:58
Fabio,Carvalho,BRA,33,00:19:23,00:01:15,01:08:47,00:00:29,00:33:07,10,02:03:02
Jose Miguel,Perez,ESP,6,00:19:08,00:01:06,01:09:15,00:00:31,00:33:09,11,02:03:13
Daniel,Hofer,ITA,29,00:19:25,00:01:04,01:08:57,00:00:29,00:33:24,12,02:03:21
Bryce,Mcmaster,NZL,47,00:18:48,00:01:01,01:09:40,00:00:33,00:33:26,13,02:03:29
Dmitriy,Gaag,KAZ,23,00:19:15,00:01:08,01:09:04,00:00:29,00:33:37,14,02:03:36
Andreas,Giglmayr,AUT,21,00:19:27,00:01:07,01:08:51,00:00:31,00:33:44,15,02:03:43
Richard,Varga,SVK,49,00:18:19,00:01:07,01:08:07,00:00:29,00:35:45,16,02:03:50
Juraci,Moreira,BRA,18,00:19:22,00:01:12,01:10:41,00:00:29,00:32:12,17,02:04:00
Tom,Davison,NZL,52,00:18:51,00:01:02,01:06:37,00:00:29,00:37:01,18,02:04:02
Harunobu,Sato,JPN,32,00:19:40,00:01:06,01:10:29,00:00:35,00:32:14,19,02:04:06
Davide,Uccellari,ITA,45,00:19:36,00:01:11,01:10:33,00:00:32,00:32:28,20,02:04:21
James,Elvery,NZL,11,00:19:13,00:01:04,01:09:09,00:00:31,00:34:37,21,02:04:36
Hervé,Banti,MON,35,00:19:16,00:01:05,01:09:06,00:00:36,00:34:41,22,02:04:45
Ethan,Brown,USA,30,00:19:17,00:01:08,01:10:54,00:00:32,00:33:07,23,02:05:00
Jesse,Featonby,AUS,41,00:19:25,00:01:02,01:11:47,00:00:29,00:32:30,24,02:05:16
Bruno,Matheus,BRA,24,00:19:38,00:01:05,01:10:33,00:00:36,00:33:24,25,02:05:21
Csaba,Rendes,HUN,37,00:19:10,00:01:02,01:09:15,00:00:31,00:35:26,26,02:05:26
Tyler,Butterfield,BER,43,00:20:37,00:01:04,01:10:33,00:00:36,00:32:51,27,02:05:43
Steven,Sexton,USA,40,00:19:36,00:01:04,01:10:37,00:00:35,00:33:55,28,02:05:51
Ryosuke,Yamamoto,JPN,9,00:19:15,00:01:15,01:10:44,00:00:31,00:34:24,29,02:06:12
Mike,Phillips,NZL,65,00:19:40,00:01:02,01:10:34,00:00:29,00:34:58,30,02:06:46
Dan,Alterman,ISR,17,00:19:12,00:01:10,01:10:56,00:00:32,00:34:59,31,02:06:51
Kohei,Shimomura,JPN,44,00:19:17,00:01:13,01:08:56,00:00:29,00:37:14,32,02:07:12
Benjamin,Shaw,IRL,53,00:18:50,00:01:06,01:07:38,00:00:31,00:39:35,33,02:07:43
Hiroki,Sugimoto,JPN,16,00:19:17,00:01:06,01:13:42,00:00:29,00:33:30,34,02:08:08
Sam,Osborne,NZL,57,00:20:28,00:00:59,01:10:46,00:00:28,00:35:32,35,02:08:15
Gregory,Billington,USA,34,00:19:09,00:01:08,01:13:53,00:00:32,00:35:15,36,02:09:58
Akos,Vanek,HUN,22,00:19:12,00:01:11,01:14:04,00:00:29,00:36:01,37,02:11:00
Ognjen,Stojanović,SRB,42,00:18:53,00:01:06,01:13:59,00:00:32,00:36:36,38,02:11:08
Tony,Dodds,NZL,10,00:18:44,00:01:02,01:07:47,00:00:28,00:00:00,DNF,00:00:00
Ron,Darmon,ISR,54,00:18:56,00:01:07,01:09:24,00:00:31,00:00:00,DNF,00:00:00
Matt,Brown,AUS,59,00:19:29,00:01:11,01:10:33,00:00:28,00:00:00,DNF,00:00:00
Ran,Alterman,ISR,38,00:19:13,00:01:05,01:13:49,00:00:32,00:00:00,DNF,00:00:00
Dylan,Mcneice,NZL,62,00:18:53,00:01:10,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Min Ho,Heo,KOR,27,00:19:03,00:01:05,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Mehdi,Essadiq,MAR,28,00:19:06,00:01:07,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Aleksandr,Latin,EST,46,00:19:06,00:01:04,00:00:00,00:00:00,00:00:00,DNF,00:00:00
