People QuickFacts,St. Paul Park,Minnesota
"Population, 2011 estimate    ","5,350","5,347,299"
"Population, 2010 (April 1) estimates base    ","5,279","5,303,925"
"Population, percent change, April 1, 2010 to July 1, 2011    ",1.3%,0.8%
"Population, 2010    ","5,279","5,303,925"
"Persons under 5 years, percent, 2010    ",7.1%,6.7%
"Persons under 18 years, percent, 2010    ",25.6%,24.2%
"Persons 65 years and over, percent,  2010    ",9.9%,12.9%
"Female persons, percent, 2010    ",49.8%,50.4%
,,
"White persons, percent, 2010 (a)    ",88.5%,85.3%
"Black persons, percent, 2010 (a)    ",3.3%,5.2%
"American Indian and Alaska Native persons, percent, 2010 (a)    ",0.5%,1.1%
"Asian persons, percent, 2010 (a)    ",3.7%,4.0%
"Native Hawaiian and Other Pacific Islander, percent, 2010 (a)    ",Z,0.0%
"Persons reporting two or more races, percent, 2010    ",2.1%,2.4%
"Persons of Hispanic or Latino origin, percent, 2010 (b)    ",6.3%,4.7%
"White persons not Hispanic, percent, 2010    ",84.6%,83.1%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",91.5%,85.6%
"Foreign born persons, percent, 2007-2011    ",3.3%,7.1%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",9.0%,10.5%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",88.5%,91.6%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",19.3%,31.8%
"Veterans, 2007-2011    ",375,"385,675"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",24.6,22.6
,,
"Housing units, 2010    ","2,079","2,347,201"
"Homeownership rate, 2007-2011    ",87.2%,73.6%
"Housing units in multi-unit structures, percent, 2007-2011    ",8.3%,21.6%
"Median value of owner-occupied housing units, 2007-2011    ","$171,700","$201,400"
"Households, 2007-2011    ","2,032","2,094,265"
"Persons per household, 2007-2011    ",2.6,2.46
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$24,907","$30,310"
"Median household income, 2007-2011    ","$60,795","$58,476"
"Persons below poverty level, percent, 2007-2011    ",8.7%,11.0%
,,
Business QuickFacts,St. Paul Park,Minnesota
"Total number of firms, 2007    ",247,"496,657"
"Black-owned firms, percent, 2007    ",F,2.5%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.6%
"Asian-owned firms, percent, 2007    ",F,2.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",S,1.0%
"Women-owned firms, percent, 2007    ",S,26.8%
,,
"Manufacturers shipments, 2007 ($1000)    ",,"107,563,060"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"82,878,056"
"Retail sales, 2007 ($1000)    ","19,512","71,384,103"
"Retail sales per capita, 2007    ","$3,731","$13,751"
"Accommodation and food services sales, 2007 ($1000)    ","2,033","10,423,660"
,,
Geography QuickFacts,St. Paul Park,Minnesota
"Land area in square miles, 2010    ",2.99,"79,626.74"
"Persons per square mile, 2010    ","1,766.7",66.6
FIPS Code    ,58018,27
Counties    ,"Washington County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
