People QuickFacts,Wilkinsburg,Pennsylvania
"Population, 2013 estimate    ","15,882","12,773,801"
"Population, 2010 (April 1) estimates base    ","15,930","12,702,379"
"Population, percent change, April 1, 2010 to July 1, 2013    ",-0.3%,0.6%
"Population, 2010    ","15,930","12,702,379"
"Persons under 5 years, percent, 2010    ",5.7%,5.7%
"Persons under 18 years, percent, 2010    ",19.1%,22.0%
"Persons 65 years and over, percent,  2010    ",16.0%,15.4%
"Female persons, percent, 2010    ",55.7%,51.3%
,,
"White alone, percent, 2010 (a)    ",28.3%,81.9%
"Black or African American alone, percent, 2010 (a)    ",66.6%,10.8%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.4%,0.2%
"Asian alone, percent, 2010 (a)    ",1.0%,2.7%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.0%
"Two or More Races, percent, 2010    ",3.2%,1.9%
"Hispanic or Latino, percent, 2010 (b)    ",1.8%,5.7%
"White alone, not Hispanic or Latino, percent, 2010    ",27.8%,79.5%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",80.2%,88.0%
"Foreign born persons, percent, 2009-2013    ",2.9%,6.0%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",5.1%,10.3%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",90.1%,88.7%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",28.7%,27.5%
"Veterans, 2009-2013    ","1,481","943,417"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",28.4,25.9
"Housing units, 2010    ","10,046","5,567,315"
"Homeownership rate, 2009-2013    ",37.4%,69.8%
"Housing units in multi-unit structures, percent, 2009-2013    ",49.9%,20.5%
"Median value of owner-occupied housing units, 2009-2013    ","$69,000","$164,700"
"Households, 2009-2013    ","7,968","4,958,427"
"Persons per household, 2009-2013    ",1.97,2.48
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$23,077","$28,502"
"Median household income, 2009-2013    ","$32,264","$52,548"
"Persons below poverty level, percent, 2009-2013    ",23.1%,13.3%
,,
Business QuickFacts,Wilkinsburg,Pennsylvania
"Total number of firms, 2007    ","1,035","981,501"
"Black-owned firms, percent, 2007    ",S,4.6%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.3%
"Asian-owned firms, percent, 2007    ",F,3.2%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.0%
"Hispanic-owned firms, percent, 2007    ",S,2.3%
"Women-owned firms, percent, 2007    ",S,27.0%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"234,840,418"
"Merchant wholesaler sales, 2007 ($1000)    ","294,369","142,859,202"
"Retail sales, 2007 ($1000)    ","39,889","166,842,778"
"Retail sales per capita, 2007    ","$2,316","$13,323"
"Accommodation and food services sales, 2007 ($1000)    ","11,406","19,625,449"
,,
Geography QuickFacts,Wilkinsburg,Pennsylvania
"Land area in square miles, 2010    ",2.25,"44,742.70"
"Persons per square mile, 2010    ","7,076.9",283.9
FIPS Code    ,85188,42
Counties    ,"Allegheny County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
