ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Cedric,Deanaz,FRA,0,00:20:02,00:00:00,00:57:38,00:00:00,00:31:57,1,01:49:37
Marko,Albert,EST,0,00:00:00,00:00:00,00:00:00,00:00:00,00:32:02,2,01:49:44
Antonio,Da Silva,BRA,0,00:19:49,00:00:00,01:00:17,00:00:00,00:29:52,3,01:49:59
Volodymyr,Polikarpenko,UKR,0,00:19:26,00:00:00,00:59:53,00:00:00,00:30:43,4,01:50:03
Bryce,Quirk,AUS,0,00:19:26,00:00:00,00:59:53,00:00:00,00:30:51,5,01:50:10
Hunter,Kemper,USA,0,00:19:27,00:00:00,00:59:53,00:00:00,00:30:51,6,01:50:13
Dmitriy,Gaag,KAZ,0,00:19:48,00:00:00,00:59:31,00:00:00,00:31:02,7,01:50:22
Cedric,Fleureton,FRA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,8,01:50:33
Juraci,Moreira,BRA,0,00:19:42,00:00:00,00:59:39,00:00:00,00:31:12,9,01:50:34
Stuart,Hayes,GBR,0,00:20:08,00:00:00,00:59:12,00:00:00,00:31:18,10,01:50:39
Kris,Gemmell,NZL,0,00:19:29,00:00:00,00:59:50,00:00:00,00:31:43,11,01:51:03
Mark,Fretta,USA,0,00:19:47,00:00:00,00:59:34,00:00:00,00:31:46,12,01:51:08
David,Hauss,FRA,0,00:19:31,00:00:00,00:59:49,00:00:00,00:32:05,13,01:51:25
Danylo,Sapunov,UKR,0,00:19:48,00:00:00,00:59:32,00:00:00,00:32:22,14,01:51:42
Virgilio,De Castilho,BRA,0,00:21:40,00:00:00,00:56:03,00:00:00,00:34:07,15,01:51:51
Thiago,Machado,BRA,0,00:19:57,00:00:00,00:59:24,00:00:00,00:32:37,16,01:52:00
Andriy,Glushchenko,UKR,0,00:19:26,00:00:00,00:59:53,00:00:00,00:33:09,17,01:52:28
Bernhard,Hiebl,AUT,0,00:00:00,00:00:00,00:00:00,00:00:00,00:32:24,18,01:52:32
Dejan,Patrcevic,CRO,0,00:20:53,00:00:00,00:59:12,00:00:00,00:32:27,19,01:52:34
Harunobu,Sato,JPN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:32:34,20,01:52:43
Paulo,Miyashiro,BRA,0,00:19:18,00:00:00,01:00:02,00:00:00,00:33:27,21,01:52:47
Marcus,Ornellas,BRA,0,00:19:48,00:00:00,00:57:54,00:00:00,00:35:17,22,01:53:00
Federico,Monteiro,BRA,0,00:00:00,00:00:00,00:00:00,00:00:00,00:33:32,23,01:53:37
Leonardo,Chacon,CRC,0,00:19:22,00:00:00,01:00:01,00:00:00,00:34:40,24,01:54:03
Derek,Kite,USA,0,00:20:52,00:00:00,01:01:21,00:00:00,00:31:50,25,01:54:04
Ezequiel,Morales,ARG,0,00:19:48,00:00:00,01:02:25,00:00:00,00:32:32,26,01:54:46
Luciano,Farias,ARG,0,00:19:45,00:00:00,00:59:36,00:00:00,00:35:50,27,01:55:12
James,Loaring,CAN,0,00:21:45,00:00:00,00:57:36,00:00:00,00:37:02,28,01:56:23
Leandro,Gonzalez Bonet,ARG,0,00:00:00,00:00:00,00:00:00,00:00:00,00:34:17,29,01:56:30
Leandro,De Souza,BRA,0,00:19:57,00:00:00,01:00:14,00:00:00,00:36:35,30,01:56:49
Graham,O'Grady,NZL,0,00:00:00,00:00:00,00:00:00,00:00:00,00:36:49,31,01:56:59
Jorge Eduardo,Arias,COL,0,00:20:52,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Leonardo,Casadio Jardim,BRA,0,00:19:40,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Bruno,Khuori,BRA,0,00:19:44,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Tamas,Liptak,HUN,0,00:19:25,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Antonio,Mansur,BRA,0,00:20:57,00:00:00,01:01:18,00:00:00,00:00:00,DNF,00:00:00
Samuel,Pierreclaud,FRA,0,00:19:29,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Ivan,Razeira,BRA,0,00:21:42,00:00:00,00:58:24,00:00:00,00:00:00,DNF,00:00:00
