ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Marek,Jaskolka,POL,7,00:18:43,00:00:22,00:58:44,00:00:19,00:32:42,1,01:50:55
Filip,Ospaly,CZE,6,00:18:44,00:00:26,00:58:40,00:00:17,00:32:43,2,01:50:55
Ruedi,Wild,SUI,5,00:18:46,00:00:24,00:58:43,00:00:21,00:33:07,3,01:51:25
Alessandro,Fabian,ITA,1,00:18:34,00:00:24,00:58:52,00:00:17,00:33:40,4,01:51:52
Martin,Krnavek,CZE,14,00:18:39,00:00:24,00:58:53,00:00:22,00:33:54,5,01:52:15
Jonathan,Ciavattella,ITA,78,00:18:39,00:00:26,00:58:52,00:00:24,00:34:08,6,01:52:30
Andriy,Glushchenko,UKR,2,00:18:38,00:00:36,00:59:39,00:00:19,00:33:19,7,01:52:32
Andrea,Salvisberg,SUI,21,00:18:31,00:00:26,00:58:55,00:00:19,00:34:20,8,01:52:34
Rostyslav,Pevtsov,ITU,29,00:18:56,00:00:26,00:59:27,00:00:19,00:33:31,9,01:52:45
Premysl,Svarc,CZE,17,00:18:40,00:00:34,00:58:35,00:00:17,00:34:44,10,01:52:54
Daniel,Hofer,ITA,23,00:18:55,00:00:24,00:58:34,00:00:16,00:34:58,11,01:53:11
Franz,Loeschke,GER,11,00:18:58,00:00:22,00:59:33,00:00:19,00:33:56,12,01:53:12
Andrey,Bryukhankov,RUS,0,00:18:33,00:00:27,00:58:54,00:00:24,00:34:58,13,01:53:19
Franz,Hofer,AUT,16,00:18:54,00:00:24,00:59:38,00:00:22,00:34:11,14,01:53:32
Volodymyr,Polikarpenko,UKR,9,00:18:45,00:00:27,00:59:44,00:00:22,00:34:10,15,01:53:32
Richard,Varga,SVK,37,00:17:37,00:00:26,00:59:51,00:00:19,00:35:25,16,01:53:43
Kenez,Bogdany,HUN,59,00:18:50,00:00:31,00:59:33,00:00:22,00:34:27,17,01:53:47
Nils,Frommhold,GER,3,00:18:45,00:00:26,00:59:37,00:00:16,00:34:49,18,01:53:58
Jens,Toft,DEN,24,00:18:46,00:00:31,00:59:39,00:00:21,00:34:49,19,01:54:09
Alexey,Tsepaev,RUS,18,00:18:45,00:00:31,00:59:38,00:00:24,00:35:02,20,01:54:22
Christian,Otto,GER,41,00:18:50,00:00:37,00:59:26,00:00:21,00:35:16,21,01:54:33
Sergey,Yakovlev,RUS,4,00:20:17,00:00:26,01:01:24,00:00:19,00:32:15,22,01:54:46
Giulio,Molinari,ITA,8,00:18:36,00:00:27,00:58:49,00:00:19,00:36:40,23,01:54:54
Lukas,Tomasek,CZE,38,00:18:55,00:00:22,00:59:39,00:00:21,00:35:36,24,01:54:57
Peter,Bajai,HUN,12,00:18:49,00:00:22,00:59:41,00:00:19,00:35:54,25,01:55:09
Rasmus,Petræus,DEN,35,00:18:40,00:00:26,00:59:49,00:00:24,00:35:58,26,01:55:20
Uros,Seme,SLO,50,00:18:45,00:00:29,00:59:41,00:00:22,00:36:01,27,01:55:23
Marcus,König,GER,85,00:18:50,00:00:26,00:59:37,00:00:16,00:36:12,28,01:55:24
Roman,Korol,UKR,19,00:18:37,00:00:27,00:58:48,00:00:19,00:37:20,29,01:55:36
Peter ,Melcher,GER,26,00:18:54,00:00:26,00:59:30,00:00:24,00:36:24,30,01:55:42
Tom,Vanderhoogerstraete,BEL,34,00:18:42,00:00:27,00:58:46,00:00:19,00:37:31,31,01:55:49
