ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Esther,Aguayo,MEX,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,35,02:07:35
Nancy,Alvarez,ARG,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,28,02:05:30
Maria,Areosa,POR,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,10,02:02:05
Giselle,Bertucci,BRA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,31,02:06:43
Ana Cristina,Bocanera,BRA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,27,02:05:21
Eva,Dollinger,AUT,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,9,02:01:53
Kelly,Cook,USA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,18,02:02:55
Fiorella,D'Croz,COL,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,26,02:05:05
Sharon,Donnelly,CAN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,17,02:02:45
Nora,Edocseny,HUN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,21,02:03:24
Vanessa,Fernandes,POR,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,3,02:00:21
Natasha,Filliol,CAN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,6,02:01:24
Aline,Garza,MEX,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,29,02:06:05
Olga,Generalova,RUS,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,15,02:02:29
Stephanie,Gros,FRA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,25,02:04:51
Lauren,Groves,CAN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,16,02:02:34
Laurie,Hug,USA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,32,02:07:02
Anne Marie,Koszegi,CAN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,33,02:07:24
Rosemary,Lopez,VEN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,39,02:09:16
Marion,Lorblanchet,FRA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,5,02:01:16
Tereza,Macel,CZE,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,22,02:03:25
Samantha,Mcglone,CAN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,8,02:01:51
Aglae,Menezes,BRA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,30,02:06:31
Erika,Molnar,HUN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,36,02:07:46
Carol,Montgomery,CAN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,2,02:00:02
Gillian,Kornell,CAN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,24,02:03:50
Carla,Moreno,BRA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,1,01:59:12
Mariana,Ohata,BRA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,4,02:01:16
Lisset,Olivera,MEX,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,34,02:07:31
Soledad,Omar,ARG,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,37,02:08:16
Amanda,Pagon,USA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,23,02:03:39
Sandra,Soldan,BRA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,7,02:01:47
Amanda,Stevens,USA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,38,02:08:41
Zita,Szabo,HUN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,14,02:02:24
Ingrid,Van Lubek,NED,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,20,02:03:04
Andrea,Walko,HUN,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,13,02:02:21
Patrice,Wolfensberger,USA,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,19,02:02:59
Olga,Zausaylova,RUS,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,12,02:02:18
Lucie,Zelenkova,CZE,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,11,02:02:10
