People QuickFacts,Adams County,Ohio
"Population, 2012 estimate    ","28,350","11,544,225"
"Population, 2010 (April 1) estimates base    ","28,550","11,536,502"
"Population, percent change, April 1, 2010 to July 1, 2012    ",-0.7%,0.1%
"Population, 2010    ","28,550","11,536,504"
"Persons under 5 years, percent, 2012    ",6.2%,6.0%
"Persons under 18 years, percent, 2012    ",24.5%,23.1%
"Persons 65 years and over, percent, 2012    ",15.8%,14.8%
"Female persons, percent, 2012    ",50.6%,51.1%
,,
"White alone, percent, 2012 (a)    ",97.6%,83.4%
"Black or African American alone, percent, 2012 (a)    ",0.4%,12.5%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.4%,0.3%
"Asian alone, percent, 2012 (a)    ",0.1%,1.8%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",Z,Z
"Two or More Races, percent, 2012    ",1.3%,2.0%
"Hispanic or Latino, percent, 2012 (b)    ",0.8%,3.3%
"White alone, not Hispanic or Latino, percent, 2012    ",96.9%,80.7%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",88.6%,85.3%
"Foreign born persons, percent, 2007-2011    ",0.3%,3.9%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",3.0%,6.5%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",76.9%,87.8%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",10.9%,24.5%
"Veterans, 2007-2011    ","2,163","914,971"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",32.1,22.9
,,
"Housing units, 2011    ","13,056","5,133,446"
"Homeownership rate, 2007-2011    ",72.2%,68.7%
"Housing units in multi-unit structures, percent, 2007-2011    ",5.4%,22.9%
"Median value of owner-occupied housing units, 2007-2011    ","$95,800","$135,600"
"Households, 2007-2011    ","10,905","4,554,007"
"Persons per household, 2007-2011    ",2.59,2.46
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$18,182","$25,618"
"Median household income, 2007-2011    ","$34,232","$48,071"
"Persons below poverty level, percent, 2007-2011    ",22.8%,14.8%
,,
Business QuickFacts,Adams County,Ohio
"Private nonfarm establishments, 2011    ",367,"250,476"
"Private nonfarm employment, 2011    ","4,109","4,432,849"
"Private nonfarm employment, percent change, 2010-2011    ",-2.0%,1.8%
"Nonemployer establishments, 2011    ","2,073","742,500"
,,
"Total number of firms, 2007    ","2,650","897,939"
"Black-owned firms, percent, 2007    ",F,5.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.3%
"Asian-owned firms, percent, 2007    ",F,2.0%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",F,1.1%
"Women-owned firms, percent, 2007    ",24.6%,27.7%
,,
"Manufacturers shipments, 2007 ($1000)    ","133,934","295,890,890"
"Merchant wholesaler sales, 2007 ($1000)    ","21,129","135,575,279"
"Retail sales, 2007 ($1000)    ","210,327","138,816,008"
"Retail sales per capita, 2007    ","$7,485","$12,049"
"Accommodation and food services sales, 2007 ($1000)    ","19,039","17,779,905"
"Building permits, 2012    ",0,"16,905"
,,
Geography QuickFacts,Adams County,Ohio
"Land area in square miles, 2010    ",583.87,"40,860.69"
"Persons per square mile, 2010    ",48.9,282.3
FIPS Code    ,1,39
Metropolitan or Micropolitan Statistical Area    ,None, 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
