ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Juan Jose,Andrade Figueroa,ITU,4,00:07:32   ,00:00:00,00:29:42   ,00:00:00,00:15:56   ,1,00:53:10
Lautaro,Diaz,ARG,8,00:07:39   ,00:00:00,00:29:14   ,00:00:00,00:17:20   ,2,00:54:13
Flavio,Morandini,ARG,32,00:07:35   ,00:00:00,00:29:30   ,00:00:00,00:17:18   ,3,00:54:23
Luis Miguel,Velasquez,VEN,23,00:07:29   ,00:00:00,00:29:47   ,00:00:00,00:17:17   ,4,00:54:33
Edivanio,Monteiro,BRA,37,00:08:02   ,00:00:00,00:30:11   ,00:00:00,00:16:21   ,5,00:54:34
Ramón Armando,Matute Alava,ITU,21,00:07:50   ,00:00:00,00:30:26   ,00:00:00,00:16:45   ,6,00:55:01
Andres Eduardo,Diaz,COL,2,00:07:37   ,00:00:00,00:00:00,00:00:00,00:00:00,7,00:55:07
Vicente,Trewhela,CHI,34,00:07:32   ,00:00:00,00:29:42   ,00:00:00,00:18:05   ,8,00:55:19
Martin,Ulloa,CHI,61,00:07:53   ,00:00:00,00:30:24   ,00:00:00,00:17:06   ,9,00:55:23
Miguel Alejandro,Lopez Garcia,VEN,27,00:07:58   ,00:00:00,00:30:20   ,00:00:00,00:17:09   ,10,00:55:27
Cristian,Liurgo,ARG,43,00:07:49   ,00:00:00,00:30:25   ,00:00:00,00:17:13   ,11,00:55:27
Franklin,Lojano,ITU,12,00:08:04   ,00:00:00,00:30:11   ,00:00:00,00:17:18   ,12,00:55:33
Carlos,Perez,VEN,31,00:07:45   ,00:00:00,00:30:31   ,00:00:00,00:17:27   ,13,00:55:43
Joao Antonio,Barbosa,BRA,25,00:08:20   ,00:00:00,00:30:54   ,00:00:00,00:16:45   ,14,00:55:59
Jose,Salazar,CHI,59,00:08:25   ,00:00:00,00:30:54   ,00:00:00,00:16:43   ,15,00:56:02
Matias,Montenegro,ARG,45,00:07:51   ,00:00:00,00:30:40   ,00:00:00,00:17:32   ,16,00:56:03
Mariano Jose,Cambursano,ARG,28,00:08:14   ,00:00:00,00:30:50   ,00:00:00,00:17:16   ,17,00:56:20
Jose David,Amaya,VEN,7,00:08:25   ,00:00:00,00:30:53   ,00:00:00,00:17:09   ,18,00:56:27
Mansilla,Marcelo,ARG,36,00:09:29   ,00:00:00,00:30:12   ,00:00:00,00:17:12   ,19,00:56:53
Almir,Martins,BRA,33,00:07:43   ,00:00:00,00:30:35   ,00:00:00,00:18:41   ,20,00:56:59
Emiliano,Silvestro,ARG,39,00:09:16   ,00:00:00,00:30:29   ,00:00:00,00:17:17   ,21,00:57:02
Felipi,Cirelli,BRA,18,00:07:52   ,00:00:00,00:31:13   ,00:00:00,00:18:04   ,22,00:57:09
Juan,Colón,PUR,22,00:08:23   ,00:00:00,00:30:53   ,00:00:00,00:17:56   ,23,00:57:12
