People QuickFacts,Wesley Chapel CDP,Florida
"Population, 2012 estimate    ",X,"19,317,568"
"Population, 2010 (April 1) estimates base    ",X,"18,802,690"
"Population, percent change, April 1, 2010 to July 1, 2012    ",X,2.7%
"Population, 2010    ","44,092","18,801,310"
"Persons under 5 years, percent, 2010    ",7.5%,5.7%
"Persons under 18 years, percent, 2010    ",28.3%,21.3%
"Persons 65 years and over, percent,  2010    ",8.9%,17.3%
"Female persons, percent, 2010    ",51.6%,51.1%
,,
"White alone, percent, 2010 (a)    ",75.0%,75.0%
"Black or African American alone, percent, 2010 (a)    ",11.4%,16.0%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.3%,0.4%
"Asian alone, percent, 2010 (a)    ",5.7%,2.4%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.1%,0.1%
"Two or More Races, percent, 2010    ",3.6%,2.5%
"Hispanic or Latino, percent, 2010 (b)    ",20.1%,22.5%
"White alone, not Hispanic or Latino, percent, 2010    ",60.6%,57.9%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",80.3%,83.5%
"Foreign born persons, percent, 2007-2011    ",14.3%,19.2%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",23.3%,27.0%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",93.5%,85.5%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",34.1%,26.0%
"Veterans, 2007-2011    ","3,682","1,637,466"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",33,25.7
,,
"Housing units, 2010    ","17,764","8,989,580"
"Homeownership rate, 2007-2011    ",78.3%,69.0%
"Housing units in multi-unit structures, percent, 2007-2011    ",9.0%,29.9%
"Median value of owner-occupied housing units, 2007-2011    ","$184,600","$188,600"
"Households, 2007-2011    ","14,862","7,140,096"
"Persons per household, 2007-2011    ",2.79,2.56
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$30,191","$26,733"
"Median household income, 2007-2011    ","$71,408","$47,827"
"Persons below poverty level, percent, 2007-2011    ",7.2%,14.7%
,,
Business QuickFacts,Wesley Chapel CDP,Florida
"Total number of firms, 2007    ","1,754","2,009,589"
"Black-owned firms, percent, 2007    ",S,9.0%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",S,3.2%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",22.0%,22.4%
"Women-owned firms, percent, 2007    ",S,28.9%
,,
"Manufacturers shipments, 2007 ($1000)    ",,"104,832,907"
"Merchant wholesaler sales, 2007 ($1000)    ","1,785","221,641,518"
"Retail sales, 2007 ($1000)    ","451,828","262,341,127"
"Retail sales per capita, 2007    ",,"$14,353"
"Accommodation and food services sales, 2007 ($1000)    ","13,425","41,922,059"
,,
Geography QuickFacts,Wesley Chapel CDP,Florida
"Land area in square miles, 2010    ",43.9,"53,624.76"
"Persons per square mile, 2010    ","1,004.4",350.6
FIPS Code    ,75875,12
Counties    ,"Pasco County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
