People QuickFacts,Fellsmere,Florida
"Population, 2012 estimate    ","5,286","19,317,568"
"Population, 2010 (April 1) estimates base    ","5,197","18,802,690"
"Population, percent change, April 1, 2010 to July 1, 2012    ",1.7%,2.7%
"Population, 2010    ","5,197","18,801,310"
"Persons under 5 years, percent, 2010    ",10.0%,5.7%
"Persons under 18 years, percent, 2010    ",34.1%,21.3%
"Persons 65 years and over, percent,  2010    ",4.2%,17.3%
"Female persons, percent, 2010    ",43.9%,51.1%
,,
"White alone, percent, 2010 (a)    ",55.2%,75.0%
"Black or African American alone, percent, 2010 (a)    ",5.4%,16.0%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.8%,0.4%
"Asian alone, percent, 2010 (a)    ",0.1%,2.4%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.1%
"Two or More Races, percent, 2010    ",1.8%,2.5%
"Hispanic or Latino, percent, 2010 (b)    ",81.1%,22.5%
"White alone, not Hispanic or Latino, percent, 2010    ",13.3%,57.9%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",91.0%,83.5%
"Foreign born persons, percent, 2007-2011    ",54.8%,19.2%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",82.1%,27.0%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",38.1%,85.5%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",0.8%,26.0%
"Veterans, 2007-2011    ",81,"1,637,466"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",31.7,25.7
,,
"Housing units, 2010    ","1,467","8,989,580"
"Homeownership rate, 2007-2011    ",54.0%,69.0%
"Housing units in multi-unit structures, percent, 2007-2011    ",24.5%,29.9%
"Median value of owner-occupied housing units, 2007-2011    ","$90,500","$188,600"
"Households, 2007-2011    ","1,258","7,140,096"
"Persons per household, 2007-2011    ",4.04,2.56
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$11,864","$26,733"
"Median household income, 2007-2011    ","$31,700","$47,827"
"Persons below poverty level, percent, 2007-2011    ",23.7%,14.7%
,,
Business QuickFacts,Fellsmere,Florida
"Total number of firms, 2007    ",F,"2,009,589"
"Black-owned firms, percent, 2007    ",F,9.0%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",F,3.2%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,22.4%
"Women-owned firms, percent, 2007    ",F,28.9%
,,
"Manufacturers shipments, 2007 ($1000)    ",,"104,832,907"
"Merchant wholesaler sales, 2007 ($1000)    ",,"221,641,518"
"Retail sales, 2007 ($1000)    ",,"262,341,127"
"Retail sales per capita, 2007    ",,"$14,353"
"Accommodation and food services sales, 2007 ($1000)    ",,"41,922,059"
,,
Geography QuickFacts,Fellsmere,Florida
"Land area in square miles, 2010    ",44.18,"53,624.76"
"Persons per square mile, 2010    ",117.6,350.6
FIPS Code    ,22100,12
Counties    ,"Indian River County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
