People QuickFacts,Hybla Valley CDP,Virginia
"Population, 2013 estimate    ",X,"8,260,405"
"Population, 2012 estimate    ",X,"8,186,628"
"Population, 2010 (April 1) estimates base    ",X,"8,001,031"
"Population, percent change, April 1, 2010 to July 1, 2013    ",X,3.2%
"Population, percent change, April 1, 2010 to July 1, 2012    ",X,2.3%
"Population, 2010    ","15,801","8,001,024"
"Persons under 5 years, percent, 2010    ",9.5%,6.4%
"Persons under 18 years, percent, 2010    ",28.2%,23.2%
"Persons 65 years and over, percent,  2010    ",8.7%,12.2%
"Female persons, percent, 2010    ",52.2%,50.9%
,,
"White alone, percent, 2010 (a)    ",38.7%,68.6%
"Black or African American alone, percent, 2010 (a)    ",31.8%,19.4%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.5%,0.4%
"Asian alone, percent, 2010 (a)    ",8.9%,5.5%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.1%,0.1%
"Two or More Races, percent, 2010    ",4.3%,2.9%
"Hispanic or Latino, percent, 2010 (b)    ",31.1%,7.9%
"White alone, not Hispanic or Latino, percent, 2010    ",25.6%,64.8%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",82.8%,84.7%
"Foreign born persons, percent, 2008-2012    ",33.9%,11.1%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",47.6%,14.7%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",77.4%,86.9%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",32.6%,34.7%
"Veterans, 2008-2012    ",842,"734,151"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",35.2,27.5
"Housing units, 2010    ","6,060","3,364,939"
"Homeownership rate, 2008-2012    ",39.1%,67.8%
"Housing units in multi-unit structures, percent, 2008-2012    ",57.0%,21.5%
"Median value of owner-occupied housing units, 2008-2012    ","$334,000","$249,700"
"Households, 2008-2012    ","5,845","3,006,219"
"Persons per household, 2008-2012    ",2.63,2.59
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$28,234","$33,326"
"Median household income, 2008-2012    ","$53,376","$63,636"
"Persons below poverty level, percent, 2008-2012    ",14.4%,11.1%
,,
Business QuickFacts,Hybla Valley CDP,Virginia
"Total number of firms, 2007    ","1,648","638,643"
"Black-owned firms, percent, 2007    ",S,9.9%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.5%
"Asian-owned firms, percent, 2007    ",10.9%,7.0%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,4.5%
"Women-owned firms, percent, 2007    ",33.3%,30.1%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"92,417,797"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"60,513,396"
"Retail sales, 2007 ($1000)    ","341,051","105,663,299"
"Retail sales per capita, 2007    ",,"$13,687"
"Accommodation and food services sales, 2007 ($1000)    ","25,821","15,340,483"
,,
Geography QuickFacts,Hybla Valley CDP,Virginia
"Land area in square miles, 2010    ",2.06,"39,490.09"
"Persons per square mile, 2010    ","7,685.3",202.6
FIPS Code    ,39304,51
Counties    ,"Fairfax County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
