ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Vanessa,Fernandes,POR,1,00:20:21,00:01:31,01:04:49,00:00:26,00:34:56,1,02:02:06
Andrea,Whitcombe,GBR,6,00:20:41,00:01:31,01:04:53,00:00:30,00:35:28,2,02:03:05
Vendula,Frintova,CZE,17,00:21:19,00:01:30,01:04:13,00:00:24,00:35:52,3,02:03:21
Julie,Ertel,USA,9,00:20:23,00:01:35,01:05:04,00:00:27,00:36:18,4,02:03:51
Christiane,Pilz,GER,4,00:20:32,00:01:33,01:04:58,00:00:31,00:36:16,5,02:03:51
Nicola,Spirig,SUI,3,00:21:11,00:01:36,01:03:54,00:00:27,00:36:45,6,02:03:56
Lisa,Norden,SWE,16,00:21:15,00:01:36,01:04:12,00:00:31,00:36:25,7,02:04:02
Ricarda,Lisk,GER,5,00:20:32,00:01:31,01:04:58,00:00:26,00:36:53,8,02:04:24
Saori,Ohmatsu,JPN,22,00:21:14,00:01:39,01:04:13,00:00:31,00:36:50,9,02:04:28
Pilar,Hidalgo,ESP,64,00:20:26,00:01:41,01:04:57,00:00:34,00:36:56,10,02:04:35
Irina,Abysova,RUS,21,00:21:15,00:01:37,01:04:13,00:00:34,00:36:59,11,02:04:40
Carolyn,Murray,CAN,14,00:21:15,00:01:34,01:04:15,00:00:28,00:37:10,12,02:04:45
Emma,Moffatt,AUS,2,00:21:09,00:01:37,01:04:17,00:00:28,00:37:30,13,02:05:04
Lenka,Zemanova,CZE,12,00:21:15,00:01:35,01:04:16,00:00:28,00:37:43,14,02:05:18
Kerry,Lang,GBR,52,00:20:28,00:01:36,01:05:01,00:00:31,00:37:44,15,02:05:21
Birgit,Cals-Berk,NED,31,00:20:48,00:01:34,01:04:43,00:00:28,00:37:53,16,02:05:29
Mari,Rabie,RSA,23,00:20:34,00:01:41,01:04:49,00:00:28,00:37:58,17,02:05:31
Evgeniya,Matveeva,RUS,20,00:21:15,00:01:39,01:04:13,00:00:37,00:37:49,18,02:05:35
Ayesha,Rollinson,CAN,45,00:21:19,00:01:37,01:04:13,00:00:31,00:38:03,19,02:05:45
Jodie,Swallow,GBR,49,00:20:28,00:01:39,01:05:00,00:00:34,00:38:06,20,02:05:49
Ainhoa,Murua,ESP,28,00:20:40,00:01:37,01:04:45,00:00:28,00:38:24,21,02:05:58
Keiko,Tanaka,JPN,40,00:21:09,00:01:40,01:04:15,00:00:35,00:38:26,22,02:06:07
Zita,Szabo,HUN,43,00:21:18,00:01:37,01:04:12,00:00:28,00:38:36,23,02:06:13
Eva,Dollinger,AUT,8,00:21:11,00:01:34,01:04:19,00:00:30,00:38:46,24,02:06:22
Melanie,Hauss,SUI,58,00:20:38,00:01:36,01:04:50,00:00:31,00:38:50,25,02:06:27
Akane,Furutani,JPN,29,00:20:30,00:01:39,01:04:57,00:00:36,00:38:44,26,02:06:27
Amanda,Stevens,USA,50,00:20:19,00:01:44,01:05:02,00:00:30,00:39:02,27,02:06:40
