People QuickFacts,Reading,Ohio
"Population, 2013 estimate    ","10,354","11,570,808"
"Population, 2012 estimate    ","10,352","11,553,031"
"Population, 2010 (April 1) estimates base    ","10,385","11,536,503"
"Population, percent change, April 1, 2010 to July 1, 2013    ",-0.3%,0.3%
"Population, percent change, April 1, 2010 to July 1, 2012    ",-0.3%,0.1%
"Population, 2010    ","10,385","11,536,504"
"Persons under 5 years, percent, 2010    ",6.2%,6.2%
"Persons under 18 years, percent, 2010    ",21.6%,23.7%
"Persons 65 years and over, percent,  2010    ",14.9%,14.1%
"Female persons, percent, 2010    ",50.9%,51.2%
,,
"White alone, percent, 2010 (a)    ",89.1%,82.7%
"Black or African American alone, percent, 2010 (a)    ",7.3%,12.2%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.1%,0.2%
"Asian alone, percent, 2010 (a)    ",1.0%,1.7%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.0%
"Two or More Races, percent, 2010    ",1.9%,2.1%
"Hispanic or Latino, percent, 2010 (b)    ",1.7%,3.1%
"White alone, not Hispanic or Latino, percent, 2010    ",88.1%,81.1%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",82.7%,85.4%
"Foreign born persons, percent, 2008-2012    ",1.5%,3.9%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",2.9%,6.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",85.5%,88.2%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",15.9%,24.7%
"Veterans, 2008-2012    ",916,"893,168"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",18.7,23
"Housing units, 2010    ","4,962","5,127,508"
"Homeownership rate, 2008-2012    ",59.0%,68.0%
"Housing units in multi-unit structures, percent, 2008-2012    ",34.7%,22.9%
"Median value of owner-occupied housing units, 2008-2012    ","$127,300","$133,700"
"Households, 2008-2012    ","4,585","4,555,709"
"Persons per household, 2008-2012    ",2.23,2.46
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$24,556","$25,857"
"Median household income, 2008-2012    ","$39,752","$48,246"
"Persons below poverty level, percent, 2008-2012    ",17.3%,15.4%
,,
Business QuickFacts,Reading,Ohio
"Total number of firms, 2007    ",824,"897,939"
"Black-owned firms, percent, 2007    ",6.4%,5.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.3%
"Asian-owned firms, percent, 2007    ",F,2.0%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",F,1.1%
"Women-owned firms, percent, 2007    ",22.6%,27.7%
,,
"Manufacturers shipments, 2007 ($1000)    ","521,168","295,890,890"
"Merchant wholesaler sales, 2007 ($1000)    ","93,196","135,575,279"
"Retail sales, 2007 ($1000)    ","98,207","138,816,008"
"Retail sales per capita, 2007    ","$9,227","$12,049"
"Accommodation and food services sales, 2007 ($1000)    ","20,861","17,779,905"
,,
Geography QuickFacts,Reading,Ohio
"Land area in square miles, 2010    ",2.89,"40,860.69"
"Persons per square mile, 2010    ","3,590.9",282.3
FIPS Code    ,65732,39
Counties    ,"Hamilton County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
