People QuickFacts,Weatherford,Texas
"Population, 2012 estimate    ","26,385","26,060,796"
"Population, 2010 (April 1) estimates base    ","25,250","25,145,561"
"Population, percent change, April 1, 2010 to July 1, 2012    ",4.5%,3.6%
"Population, 2010    ","25,250","25,145,561"
"Persons under 5 years, percent, 2010    ",7.5%,7.7%
"Persons under 18 years, percent, 2010    ",25.0%,27.3%
"Persons 65 years and over, percent,  2010    ",15.2%,10.3%
"Female persons, percent, 2010    ",51.9%,50.4%
,,
"White alone, percent, 2010 (a)    ",89.4%,70.4%
"Black or African American alone, percent, 2010 (a)    ",2.4%,11.8%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.8%,0.7%
"Asian alone, percent, 2010 (a)    ",0.9%,3.8%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.1%,0.1%
"Two or More Races, percent, 2010    ",2.1%,2.7%
"Hispanic or Latino, percent, 2010 (b)    ",13.6%,37.6%
"White alone, not Hispanic or Latino, percent, 2010    ",81.2%,45.3%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",81.2%,82.6%
"Foreign born persons, percent, 2008-2012    ",6.2%,16.3%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",12.0%,34.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",88.5%,80.8%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",23.9%,26.3%
"Veterans, 2008-2012    ","2,278","1,611,660"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",22.3,24.9
"Housing units, 2010    ","10,853","9,977,436"
"Homeownership rate, 2008-2012    ",63.0%,63.9%
"Housing units in multi-unit structures, percent, 2008-2012    ",21.7%,24.1%
"Median value of owner-occupied housing units, 2008-2012    ","$133,200","$128,000"
"Households, 2008-2012    ","9,985","8,782,598"
"Persons per household, 2008-2012    ",2.44,2.8
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$25,429","$25,809"
"Median household income, 2008-2012    ","$49,411","$51,563"
"Persons below poverty level, percent, 2008-2012    ",14.2%,17.4%
,,
Business QuickFacts,Weatherford,Texas
"Total number of firms, 2007    ","3,829","2,164,852"
"Black-owned firms, percent, 2007    ",S,7.1%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",S,0.9%
"Asian-owned firms, percent, 2007    ",S,5.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,20.7%
"Women-owned firms, percent, 2007    ",25.2%,28.2%
,,
"Manufacturers shipments, 2007 ($1000)    ","211,430","593,541,502"
"Merchant wholesaler sales, 2007 ($1000)    ","317,299","424,238,194"
"Retail sales, 2007 ($1000)    ","1,031,970","311,334,781"
"Retail sales per capita, 2007    ","$40,362","$13,061"
"Accommodation and food services sales, 2007 ($1000)    ","63,891","42,054,592"
,,
Geography QuickFacts,Weatherford,Texas
"Land area in square miles, 2010    ",24.86,"261,231.71"
"Persons per square mile, 2010    ","1,015.8",96.3
FIPS Code    ,76864,48
Counties    ,"Parker County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
