People QuickFacts,Northport,Alabama
"Population, 2012 estimate    ","24,088","4,822,023"
"Population, 2010 (April 1) estimates base    ","23,352","4,779,745"
"Population, percent change, April 1, 2010 to July 1, 2012    ",3.2%,0.9%
"Population, 2010    ","23,330","4,779,736"
"Persons under 5 years, percent, 2010    ",7.6%,6.4%
"Persons under 18 years, percent, 2010    ",23.4%,23.7%
"Persons 65 years and over, percent,  2010    ",14.0%,13.8%
"Female persons, percent, 2010    ",53.5%,51.5%
,,
"White alone, percent, 2010 (a)    ",68.4%,68.5%
"Black or African American alone, percent, 2010 (a)    ",26.9%,26.2%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.3%,0.6%
"Asian alone, percent, 2010 (a)    ",1.1%,1.1%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.3%,0.1%
"Two or More Races, percent, 2010    ",1.1%,1.5%
"Hispanic or Latino, percent, 2010 (b)    ",4.1%,3.9%
"White alone, not Hispanic or Latino, percent, 2010    ",66.8%,67.0%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",82.3%,84.5%
"Foreign born persons, percent, 2007-2011    ",2.7%,3.4%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",4.8%,5.0%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",86.6%,81.9%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",30.3%,22.0%
"Veterans, 2007-2011    ","1,426","403,982"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",17.3,24
,,
"Housing units, 2010    ","10,256","2,171,853"
"Homeownership rate, 2007-2011    ",68.0%,70.7%
"Housing units in multi-unit structures, percent, 2007-2011    ",22.8%,15.5%
"Median value of owner-occupied housing units, 2007-2011    ","$158,500","$120,800"
"Households, 2007-2011    ","8,747","1,831,269"
"Persons per household, 2007-2011    ",2.57,2.5300000000000002
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$23,876","$23,483"
"Median household income, 2007-2011    ","$51,730","$42,934"
"Persons below poverty level, percent, 2007-2011    ",14.3%,17.6%
,,
Business QuickFacts,Northport,Alabama
"Total number of firms, 2007    ","2,083","382,350"
"Black-owned firms, percent, 2007    ",S,14.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.8%
"Asian-owned firms, percent, 2007    ",F,1.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,1.2%
"Women-owned firms, percent, 2007    ",31.7%,28.1%
,,
"Manufacturers shipments, 2007 ($1000)    ",,"112,858,843"
"Merchant wholesaler sales, 2007 ($1000)    ","171,922","52,252,752"
"Retail sales, 2007 ($1000)    ","437,195","57,344,851"
"Retail sales per capita, 2007    ","$19,136","$12,364"
"Accommodation and food services sales, 2007 ($1000)    ","52,825","6,426,342"
,,
Geography QuickFacts,Northport,Alabama
"Land area in square miles, 2010    ",16.75,"50,645.33"
"Persons per square mile, 2010    ","1,392.7",94.4
FIPS Code    ,55200,1
Counties    ,"Tuscaloosa County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
