People QuickFacts,San Angelo,Texas
"Population, 2012 estimate    ","95,887","26,060,796"
"Population, 2010 (April 1) estimates base    ","93,232","25,145,561"
"Population, percent change, April 1, 2010 to July 1, 2012    ",2.8%,3.6%
"Population, 2010    ","93,200","25,145,561"
"Persons under 5 years, percent, 2010    ",7.3%,7.7%
"Persons under 18 years, percent, 2010    ",23.4%,27.3%
"Persons 65 years and over, percent,  2010    ",13.8%,10.3%
"Female persons, percent, 2010    ",51.3%,50.4%
,,
"White alone, percent, 2010 (a)    ",80.4%,70.4%
"Black or African American alone, percent, 2010 (a)    ",4.6%,11.8%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.8%,0.7%
"Asian alone, percent, 2010 (a)    ",1.1%,3.8%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.1%,0.1%
"Two or More Races, percent, 2010    ",2.9%,2.7%
"Hispanic or Latino, percent, 2010 (b)    ",38.5%,37.6%
"White alone, not Hispanic or Latino, percent, 2010    ",54.4%,45.3%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",73.1%,82.6%
"Foreign born persons, percent, 2008-2012    ",7.2%,16.3%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",26.5%,34.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",81.9%,80.8%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",21.3%,26.3%
"Veterans, 2008-2012    ","7,651","1,611,660"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",15.7,24.9
"Housing units, 2010    ","39,548","9,977,436"
"Homeownership rate, 2008-2012    ",60.9%,63.9%
"Housing units in multi-unit structures, percent, 2008-2012    ",22.7%,24.1%
"Median value of owner-occupied housing units, 2008-2012    ","$93,500","$128,000"
"Households, 2008-2012    ","35,655","8,782,598"
"Persons per household, 2008-2012    ",2.4699999999999998,2.8
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$22,684","$25,809"
"Median household income, 2008-2012    ","$42,263","$51,563"
"Persons below poverty level, percent, 2008-2012    ",17.4%,17.4%
,,
Business QuickFacts,San Angelo,Texas
"Total number of firms, 2007    ","8,494","2,164,852"
"Black-owned firms, percent, 2007    ",S,7.1%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",1.2%,0.9%
"Asian-owned firms, percent, 2007    ",S,5.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,20.7%
"Women-owned firms, percent, 2007    ",27.1%,28.2%
,,
"Manufacturers shipments, 2007 ($1000)    ","791,564","593,541,502"
"Merchant wholesaler sales, 2007 ($1000)    ","280,300","424,238,194"
"Retail sales, 2007 ($1000)    ","1,511,337","311,334,781"
"Retail sales per capita, 2007    ","$16,697","$13,061"
"Accommodation and food services sales, 2007 ($1000)    ","174,122","42,054,592"
,,
Geography QuickFacts,San Angelo,Texas
"Land area in square miles, 2010    ",56.87,"261,231.71"
"Persons per square mile, 2010    ","1,639.0",96.3
FIPS Code    ,64472,48
Counties    ,"Tom Green County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
