People QuickFacts,Montevallo,Alabama
"Population, 2011 estimate    ","6,403","4,803,689"
"Population, 2010 (April 1) estimates base    ","6,323","4,779,745"
"Population, percent change, April 1, 2010 to July 1, 2011    ",1.3%,0.5%
"Population, 2010    ","6,323","4,779,736"
"Persons under 5 years, percent, 2010    ",5.8%,6.4%
"Persons under 18 years, percent, 2010    ",17.7%,23.7%
"Persons 65 years and over, percent,  2010    ",11.0%,13.8%
"Female persons, percent, 2010    ",54.9%,51.5%
,,
"White persons, percent, 2010 (a)    ",70.2%,68.5%
"Black persons, percent, 2010 (a)    ",24.6%,26.2%
"American Indian and Alaska Native persons, percent, 2010 (a)    ",0.3%,0.6%
"Asian persons, percent, 2010 (a)    ",0.6%,1.1%
"Native Hawaiian and Other Pacific Islander, percent, 2010 (a)    ",Z,0.1%
"Persons reporting two or more races, percent, 2010    ",1.8%,1.5%
"Persons of Hispanic or Latino origin, percent, 2010 (b)    ",5.7%,3.9%
"White persons not Hispanic, percent, 2010    ",67.3%,67.0%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",73.7%,84.5%
"Foreign born persons, percent, 2007-2011    ",3.5%,3.4%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",4.4%,5.0%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",90.7%,81.9%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",34.6%,22.0%
"Veterans, 2007-2011    ",418,"403,982"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",24.1,24
,,
"Housing units, 2010    ","2,654","2,171,853"
"Homeownership rate, 2007-2011    ",57.4%,70.7%
"Housing units in multi-unit structures, percent, 2007-2011    ",36.1%,15.5%
"Median value of owner-occupied housing units, 2007-2011    ","$157,000","$120,800"
"Households, 2007-2011    ","2,393","1,831,269"
"Persons per household, 2007-2011    ",2.14,2.5300000000000002
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$21,602","$23,483"
"Median household income, 2007-2011    ","$36,897","$42,934"
"Persons below poverty level, percent, 2007-2011    ",28.2%,17.6%
,,
Business QuickFacts,Montevallo,Alabama
"Total number of firms, 2007    ",542,"382,350"
"Black-owned firms, percent, 2007    ",11.4%,14.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.8%
"Asian-owned firms, percent, 2007    ",F,1.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,1.2%
"Women-owned firms, percent, 2007    ",S,28.1%
,,
"Manufacturers shipments, 2007 ($1000)    ",,"112,858,843"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"52,252,752"
"Retail sales, 2007 ($1000)    ","49,370","57,344,851"
"Retail sales per capita, 2007    ","$8,372","$12,364"
"Accommodation and food services sales, 2007 ($1000)    ","9,237","6,426,342"
,,
Geography QuickFacts,Montevallo,Alabama
"Land area in square miles, 2010    ",12.59,"50,645.33"
"Persons per square mile, 2010    ",502.4,94.4
FIPS Code    ,50312,1
Counties    ,"Shelby County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
