People QuickFacts,Perry Heights CDP,Ohio
"Population, 2013 estimate    ",X,"11,570,808"
"Population, 2012 estimate    ",X,"11,553,031"
"Population, 2010 (April 1) estimates base    ",X,"11,536,503"
"Population, percent change, April 1, 2010 to July 1, 2013    ",X,0.3%
"Population, percent change, April 1, 2010 to July 1, 2012    ",X,0.1%
"Population, 2010    ","8,441","11,536,504"
"Persons under 5 years, percent, 2010    ",5.7%,6.2%
"Persons under 18 years, percent, 2010    ",22.9%,23.7%
"Persons 65 years and over, percent,  2010    ",17.4%,14.1%
"Female persons, percent, 2010    ",52.1%,51.2%
,,
"White alone, percent, 2010 (a)    ",93.6%,82.7%
"Black or African American alone, percent, 2010 (a)    ",2.9%,12.2%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.1%,0.2%
"Asian alone, percent, 2010 (a)    ",0.5%,1.7%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.0%,0.0%
"Two or More Races, percent, 2010    ",1.8%,2.1%
"Hispanic or Latino, percent, 2010 (b)    ",2.2%,3.1%
"White alone, not Hispanic or Latino, percent, 2010    ",92.4%,81.1%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",87.5%,85.4%
"Foreign born persons, percent, 2008-2012    ",2.0%,3.9%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",3.8%,6.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",88.4%,88.2%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",12.3%,24.7%
"Veterans, 2008-2012    ",763,"893,168"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",21.8,23
"Housing units, 2010    ","3,709","5,127,508"
"Homeownership rate, 2008-2012    ",72.1%,68.0%
"Housing units in multi-unit structures, percent, 2008-2012    ",18.6%,22.9%
"Median value of owner-occupied housing units, 2008-2012    ","$105,900","$133,700"
"Households, 2008-2012    ","3,452","4,555,709"
"Persons per household, 2008-2012    ",2.34,2.46
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$21,756","$25,857"
"Median household income, 2008-2012    ","$41,230","$48,246"
"Persons below poverty level, percent, 2008-2012    ",15.1%,15.4%
,,
Business QuickFacts,Perry Heights CDP,Ohio
"Total number of firms, 2007    ",447,"897,939"
"Black-owned firms, percent, 2007    ",F,5.8%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.3%
"Asian-owned firms, percent, 2007    ",F,2.0%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,S
"Hispanic-owned firms, percent, 2007    ",F,1.1%
"Women-owned firms, percent, 2007    ",S,27.7%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"295,890,890"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"135,575,279"
"Retail sales, 2007 ($1000)    ","152,714","138,816,008"
"Retail sales per capita, 2007    ",,"$12,049"
"Accommodation and food services sales, 2007 ($1000)    ","5,242","17,779,905"
,,
Geography QuickFacts,Perry Heights CDP,Ohio
"Land area in square miles, 2010    ",2.86,"40,860.69"
"Persons per square mile, 2010    ","2,948.3",282.3
FIPS Code    ,62134,39
Counties    ,"Stark County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
