ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Adriana,Barraza,MEX,35,00:09:51   ,00:00:54   ,00:30:33   ,00:00:17   ,00:18:11   ,1,00:59:46
Kelly,Whitley,USA,40,00:09:50   ,00:00:51   ,00:30:38   ,00:00:16   ,00:18:24   ,2,00:59:59
Christine,Ridenour,CAN,22,00:09:37   ,00:00:58   ,00:30:27   ,00:00:18   ,00:18:45   ,3,01:00:05
Allison,Hooper,CAN,41,00:09:36   ,00:00:49   ,00:30:51   ,00:00:19   ,00:19:50   ,4,01:01:25
Dominika,Jamnicky,CAN,33,00:09:59   ,00:00:52   ,00:30:27   ,00:00:20   ,00:19:53   ,5,01:01:31
Ana Julieta,Ibarra,MEX,25,00:09:48   ,00:00:50   ,00:30:40   ,00:00:24   ,00:20:09   ,6,01:01:51
Rocio,Enriquez,MEX,17,00:09:48   ,00:00:53   ,00:30:38   ,00:00:34   ,00:20:12   ,7,01:02:05
Tanelle,Berard,USA,9,00:09:39   ,00:00:53   ,00:30:48   ,00:00:22   ,00:20:27   ,8,01:02:09
Jennifer,Clay,USA,36,00:09:41   ,00:00:52   ,00:30:47   ,00:00:24   ,00:20:49   ,9,01:02:33
Paola,Diaz,MEX,5,00:09:53   ,00:00:52   ,00:31:51   ,00:00:19   ,00:19:55   ,10,01:02:50
Andrea,Longueira,CHI,23,00:09:47   ,00:00:52   ,00:30:42   ,00:00:20   ,00:21:54   ,11,01:03:35
Maghalie,Rochette,CAN,37,00:09:41   ,00:00:52   ,00:32:02   ,00:00:21   ,00:20:45   ,12,01:03:41
Hilary,Wille,CAN,28,00:08:58   ,00:00:55   ,00:31:31   ,00:00:20   ,00:22:06   ,13,01:03:50
Viviana,Gonzalez,COL,44,00:09:51   ,00:00:54   ,00:31:52   ,00:00:22   ,00:20:53   ,14,01:03:52
Valeria,Piedra,ECU,3,00:09:58   ,00:00:55   ,00:32:57   ,00:00:23   ,00:20:05   ,15,01:04:18
Breanna,Hemming,USA,31,00:10:02   ,00:00:53   ,00:31:42   ,00:00:23   ,00:21:40   ,16,01:04:40
Andrea,Diaz,MEX,30,00:10:03   ,00:00:56   ,00:32:41   ,00:00:18   ,00:21:35   ,17,01:05:33
Andrea,Sánchez,MEX,39,00:09:53   ,00:00:54   ,00:34:02   ,00:00:22   ,00:20:40   ,18,01:05:51
Johanna,Gartman,USA,19,00:10:11   ,00:00:59   ,00:33:41   ,00:00:30   ,00:20:41   ,19,01:06:02
Andrea,Arenas,VEN,10,00:09:55   ,00:00:55   ,00:33:00   ,00:00:24   ,00:21:56   ,20,01:06:10
Cristina,Betancourt,PUR,7,00:10:08   ,00:01:00   ,00:33:43   ,00:00:21   ,00:22:00   ,21,01:07:12
Amelie,Kretz,CAN,12,00:09:46   ,00:00:50   ,00:36:28   ,00:00:20   ,00:19:56   ,22,01:07:20
Sammia,Santiago,BRA,21,00:10:21   ,00:01:00   ,00:35:17   ,00:00:21   ,00:20:26   ,23,01:07:25
Ana,Jimenez,PUR,18,00:09:38   ,00:00:53   ,00:32:07   ,00:00:20   ,00:24:43   ,24,01:07:41
Genova Paola,Garcia Ochea,VEN,20,00:09:56   ,00:00:57   ,00:32:57   ,00:00:24   ,00:23:57   ,25,01:08:11
Leslie,Amat Alvarez,CUB,2,00:09:59   ,00:01:04   ,00:33:47   ,00:00:29   ,00:24:11   ,26,01:09:30
Pamela ,Paz,GUA,4,00:10:41   ,00:01:03   ,00:36:30   ,00:00:27   ,00:23:42   ,27,01:12:23
Maria Jose,Chang,GUA,16,00:10:57   ,00:01:07   ,00:36:49   ,00:00:33   ,00:26:59   ,28,01:16:25
Maggie,Scalan,USA,26,00:09:52   ,00:00:48   ,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Karol,Gamarra,PER,6,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Ximena Paola,Grassi Ituarte,URU,8,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
