ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Tim,Don,GBR,0,00:18:27,00:01:22,01:05:31,00:00:50,00:32:55,1,01:59:09
Bryce,Quirk,AUS,0,00:18:19,00:01:22,01:05:41,00:00:48,00:33:35,2,01:59:45
Levi,Maxwell,AUS,0,00:18:17,00:01:17,01:05:46,00:00:48,00:33:40,3,01:59:51
Stuart,Hayes,GBR,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,4,01:59:52
Courtney,Atkinson,AUS,0,00:18:12,00:01:22,01:05:45,00:00:56,00:34:59,5,02:01:16
Ivan,Rana,ESP,0,00:20:04,00:01:31,01:05:42,00:00:51,00:33:26,6,02:01:37
Mark,Roland,AUS,0,00:18:24,00:01:36,01:04:46,00:00:51,00:36:23,7,02:02:01
Christian,Weimer,GER,0,00:19:08,00:01:20,01:06:52,00:00:48,00:33:54,8,02:02:06
Guillaume,Dechavanne,FRA,0,00:19:05,00:01:30,01:06:44,00:00:50,00:34:22,9,02:02:34
Carlos,Cremaschi,CHI,0,00:19:44,00:01:34,01:06:05,00:00:54,00:34:22,10,02:02:40
Stephan,Szekeres,SUI,0,00:19:55,00:01:41,01:04:37,00:01:00,00:35:50,11,02:03:07
Janos,Szabo,HUN,0,00:19:33,00:01:37,01:06:12,00:00:57,00:35:09,12,02:03:32
Daniel,Unger,GER,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,13,02:03:35
Thomas,Wilke,GER,0,00:19:44,00:01:37,01:06:01,00:00:58,00:35:15,14,02:03:39
Raul,Cordoba,ESP,0,00:18:13,00:01:27,01:07:41,00:00:50,00:35:52,15,02:04:05
Raymond,Pet,NED,0,00:20:06,00:01:18,01:08:06,00:00:54,00:33:46,16,02:04:13
Axel,Zeebroek,BEL,0,00:18:17,00:01:28,01:06:27,00:00:50,00:37:16,17,02:04:21
Bruno,Arochi,MEX,0,00:20:32,00:01:27,01:07:32,00:00:46,00:34:05,18,02:04:24
James,Gilfillan,GBR,0,00:19:44,00:01:33,01:06:08,00:00:54,00:36:09,19,02:04:30
Daniele,Fiorentini,ITA,0,00:19:17,00:01:34,01:07:06,00:00:51,00:35:44,20,02:04:34
Maik,Petzold,GER,0,00:19:12,00:01:26,01:06:40,00:00:53,00:36:24,21,02:04:39
