ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Ognjen,Stojanović,SRB,66,00:11:18,00:00:00,00:37:56,00:00:00,00:17:18,1,01:06:32
Filip,Dragolov,BUL,51,00:11:18,00:00:00,00:37:51,00:00:00,00:17:23,2,01:06:33
Vagelis,Kokotzis,GRE,0,00:11:16,00:00:00,00:37:54,00:00:00,00:18:06,3,01:07:16
Antonis,Sakkas,GRE,68,00:11:21,00:00:00,00:38:06,00:00:00,00:18:55,4,01:08:22
Mihalis,Sugcutzoglou,GRE,65,00:11:43,00:00:00,00:37:37,00:00:00,00:19:31,5,01:08:52
Alen,Dragolov,BUL,53,00:11:46,00:00:00,00:37:26,00:00:00,00:20:43,6,01:09:56
Dogan,Gunes,TUR,59,00:14:12,00:00:00,00:38:22,00:00:00,00:17:39,7,01:10:13
Christoforos,Lagos,GRE,62,00:11:37,00:00:00,00:38:32,00:00:00,00:20:08,8,01:10:17
Giorgios,Faitatzoglou,GRE,57,00:12:22,00:00:00,00:38:40,00:00:00,00:20:38,9,01:11:41
Christos,Gerodimos,GRE,58,00:12:20,00:00:00,00:40:14,00:00:00,00:19:11,10,01:11:46
Robert,Gomoesku,ROU,52,00:14:19,00:00:00,00:38:48,00:00:00,00:19:10,11,01:12:16
Onur-Fevzi,Saydam,TUR,63,00:13:12,00:00:00,00:38:31,00:00:00,00:20:53,12,01:12:37
Dogucan,Bilgetürk,TUR,55,00:13:04,00:00:00,00:38:42,00:00:00,00:21:06,13,01:12:54
Stanimir,Bochev,BUL,54,00:14:27,00:00:00,00:40:21,00:00:00,00:19:10,14,01:13:59
Azrak,Fatih,TUR,91,00:11:50,00:00:00,00:39:08,00:00:00,00:23:23,15,01:14:22
Yucaturk,Zekeriya,TUR,67,00:13:53,00:00:00,00:40:53,00:00:00,00:20:27,16,01:15:14
Ali Furton,Gur,TUR,60,00:14:22,00:00:00,00:40:32,00:00:00,00:21:58,17,01:16:53
Savas,Orhun,TUR,100,00:14:17,00:00:00,00:41:46,00:00:00,00:25:08,18,01:21:12
Sevket,Erol,TUR,64,00:13:08,00:00:00,00:46:51,00:00:00,00:31:01,19,01:31:01
Onur,Calp,TUR,56,00:17:04,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
