ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Javier,Gomez Noya,ESP,0,00:17:38,00:00:46,00:59:39,00:00:28,00:32:18,1,01:50:21
Richard,Allan,GBR,0,00:18:24,00:00:47,00:59:22,00:00:28,00:32:32,2,01:51:04
Alessandro,Bottoni,ITA,0,00:18:20,00:00:43,00:59:30,00:00:32,00:33:45,3,01:52:17
Kevin,Clark,GBR,0,00:18:21,00:00:43,00:59:26,00:00:23,00:34:05,4,01:52:35
Bas,Diederen,NED,0,00:18:15,00:00:43,00:59:37,00:00:26,00:34:03,5,01:52:39
Fraser,Cartmell,GBR,0,00:18:17,00:00:40,00:59:24,00:00:28,00:34:20,6,01:52:41
Gavin,Noble,IRL,0,00:17:57,00:00:41,00:59:58,00:00:26,00:34:13,7,01:52:50
Huib,Rost,NED,0,00:18:41,00:00:37,00:58:46,00:00:32,00:34:50,8,01:52:52
Andrew,Fargus,GBR,0,00:17:49,00:00:45,00:59:44,00:00:28,00:34:38,9,01:52:54
Fabrizio,Baralla,ITA,0,00:18:20,00:00:45,00:59:29,00:00:17,00:34:33,10,01:53:05
Alistair,Brownlee,GBR,0,00:18:24,00:00:47,00:59:28,00:00:28,00:34:43,11,01:53:21
Brendan,Sexton,AUS,0,00:19:13,00:00:45,01:00:40,00:00:24,00:33:39,12,01:54:16
Brian,Campbell,IRL,0,00:19:22,00:00:46,01:00:33,00:00:31,00:33:53,13,01:54:34
Mario,Raimundo,POR,0,00:17:57,00:00:48,00:59:55,00:00:27,00:36:01,14,01:54:41
Daniele,Fiorentini,ITA,0,00:18:03,00:00:48,00:59:46,00:00:24,00:36:05,15,01:54:42
Manuel,Canto,ITA,0,00:17:52,00:00:43,00:59:55,00:00:26,00:36:16,16,01:54:46
Christian,Fridrik,AUT,0,00:18:22,00:00:48,00:59:24,00:00:27,00:36:16,17,01:54:50
Luc,Van Es,NED,0,00:19:23,00:00:54,01:00:27,00:00:28,00:34:25,18,01:55:08
Fabio,Guidelli,ITA,0,00:19:04,00:00:54,01:00:41,00:00:28,00:35:19,19,01:55:57
Michael,Cornes,GBR,0,00:18:46,00:00:54,01:01:06,00:00:26,00:35:28,20,01:56:12
Joe,Gambles,AUS,0,00:19:18,00:00:48,01:00:35,00:00:23,00:36:29,21,01:57:12
Philip,Wylie,GBR,0,00:21:10,00:00:54,01:02:08,00:00:28,00:33:34,22,01:57:43
Christopher,Rhodes,GBR,0,00:19:11,00:00:54,01:00:38,00:00:24,00:37:13,23,01:57:55
Trevor,Woods,IRL,0,00:19:57,00:00:54,01:02:05,00:00:27,00:35:53,24,01:58:49
Eanna,Mcgrath,IRL,0,00:21:11,00:00:46,01:02:06,00:00:28,00:36:03,25,02:00:05
Clayton,Payne,GBR,0,00:19:57,00:00:48,01:02:14,00:00:24,00:37:30,26,02:00:26
Thomas,Elliott,IRL,0,00:21:08,00:00:43,01:02:09,00:00:27,00:37:57,27,02:01:56
Nick,Hawken,NZL,0,00:19:54,00:00:50,01:02:13,00:00:26,00:40:00,28,02:02:56
Richard,Brady,IRL,0,00:20:04,00:00:51,01:03:09,00:00:27,00:38:59,29,02:03:02
Alistair,Duffield,IRL,0,00:19:45,00:00:43,01:03:38,00:00:32,00:39:55,30,02:04:00
Kevin,Mcallister,IRL,0,00:20:07,00:00:54,01:03:01,00:00:28,00:40:16,31,02:04:18
Aiden,Woods,IRL,0,00:23:12,00:00:46,01:06:53,00:00:28,00:36:58,32,02:07:48
Sean,Hincks,IRL,0,00:21:34,00:00:58,01:07:27,00:00:33,00:38:06,33,02:08:05
Thomas,Simmons,IRL,0,00:21:18,00:00:48,01:07:53,00:00:32,00:40:06,34,02:10:04
Eimhin,Mcmanus,IRL,0,00:22:44,00:01:07,01:06:12,00:00:28,00:40:37,35,02:10:39
Edward,Cooke,IRL,0,00:20:21,00:00:52,01:12:03,00:00:32,00:38:32,36,02:11:48
Matthew,Wilson,IRL,0,00:24:57,00:00:57,01:11:03,00:00:28,00:36:31,37,02:13:29
Stephen,Teeling Lynch,IRL,0,00:21:12,00:01:00,01:07:47,00:00:30,00:45:25,38,02:15:24
Aubrey,Storey,IRL,0,00:27:00,00:00:52,01:14:02,00:00:27,00:41:22,39,02:23:14
