ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Emma,Moffatt,AUS,0,00:21:47,00:00:28,01:01:55,00:00:19,00:34:46,1,01:59:14
Lisa,Norden,SWE,0,00:21:49,00:00:25,01:01:57,00:00:20,00:34:50,2,01:59:19
Helen,Jenkins,GBR,0,00:21:45,00:00:28,01:02:00,00:00:25,00:35:04,3,01:59:41
Sarah,Haskins,USA,0,00:21:30,00:00:28,01:02:14,00:00:26,00:35:16,4,01:59:52
Annabel,Luxford,AUS,0,00:21:48,00:00:27,01:01:55,00:00:21,00:35:36,5,02:00:07
Daniela,Ryf,SUI,0,00:22:05,00:00:26,01:02:27,00:00:19,00:35:05,6,02:00:21
Magali,Di Marco Messmer,SUI,0,00:22:05,00:00:28,01:02:28,00:00:19,00:35:07,7,02:00:25
Andrea,Hewitt,NZL,0,00:22:04,00:00:28,01:02:28,00:00:20,00:35:07,8,02:00:26
Jessica,Harrison,FRA,0,00:21:48,00:00:27,01:01:58,00:00:23,00:35:53,9,02:00:26
Liz,Blatchford,GBR,0,00:21:47,00:00:28,01:02:45,00:00:24,00:35:07,10,02:00:29
Ricarda,Lisk,GER,0,00:22:06,00:00:28,01:02:28,00:00:20,00:35:22,11,02:00:42
Kate,Mcilroy,NZL,0,00:22:08,00:00:28,01:02:25,00:00:24,00:35:30,12,02:00:54
Sarah,Groff,USA,0,00:21:45,00:00:30,01:02:00,00:00:23,00:36:27,13,02:01:03
Anja,Dittmer,GER,0,00:22:21,00:00:27,01:03:43,00:00:20,00:34:18,14,02:01:09
Debbie,Tanner,NZL,0,00:22:05,00:00:27,01:02:28,00:00:20,00:36:19,15,02:01:37
Ainhoa,Murua,ESP,0,00:22:08,00:00:28,01:03:54,00:00:23,00:34:52,16,02:01:45
Juri,Ide,JPN,0,00:22:08,00:00:30,01:03:56,00:00:24,00:34:51,17,02:01:47
Vendula,Frintova,CZE,0,00:22:22,00:00:28,01:03:40,00:00:19,00:35:11,18,02:01:59
Lauren,Groves,CAN,0,00:22:14,00:00:31,01:03:50,00:00:23,00:35:12,19,02:02:07
Felicity,Sheedy-Ryan,AUS,0,00:22:19,00:00:30,01:03:46,00:00:23,00:35:15,20,02:02:12
Kerry,Lang,GBR,0,00:22:11,00:00:32,01:03:47,00:00:25,00:35:27,21,02:02:21
Nicky,Samuels,NZL,0,00:22:03,00:00:25,01:02:31,00:00:21,00:37:07,22,02:02:27
Mary Beth,Ellis,USA,0,00:21:51,00:00:28,01:02:41,00:00:28,00:37:16,23,02:02:40
Mariko,Adachi,JPN,0,00:22:08,00:00:30,01:03:57,00:00:24,00:36:04,24,02:02:59
Irina,Abysova,RUS,0,00:22:07,00:00:30,01:04:00,00:00:25,00:36:14,25,02:03:15
Maria,Pujol,ESP,0,00:22:14,00:00:28,01:03:52,00:00:21,00:36:27,26,02:03:19
Jodie,Swallow,GBR,0,00:22:06,00:00:28,01:04:01,00:00:24,00:36:35,27,02:03:34
Samantha,Warriner,NZL,0,00:22:19,00:00:30,01:03:45,00:00:21,00:37:09,28,02:04:02
Jillian,Petersen,USA,0,00:22:12,00:00:31,01:03:36,00:00:24,00:37:28,29,02:04:09
Kathy,Tremblay,CAN,0,00:22:17,00:00:27,01:03:47,00:00:20,00:38:13,30,02:05:02
Akane,Tsuchihashi,JPN,0,00:21:50,00:00:27,01:05:15,00:00:25,00:37:16,31,02:05:11
Kiyomi,Niwata,JPN,0,00:23:00,00:00:28,01:06:01,00:00:23,00:36:16,32,02:06:10
Ai,Ueda,JPN,0,00:23:08,00:00:28,01:05:56,00:00:34,00:36:21,33,02:06:26
Melanie,Hauss,SUI,0,00:22:11,00:00:28,01:03:52,00:00:21,00:39:54,34,02:06:44
Barbara,Riveros,CHI,0,00:23:10,00:00:28,01:08:35,00:00:27,00:35:34,35,02:08:13
Tomoko,Sakimoto,JPN,0,00:21:49,00:00:28,01:02:44,00:00:24,00:44:27,36,02:09:51
Kate,Allen,AUT,0,00:24:11,00:00:28,01:07:35,00:00:23,00:38:42,37,02:11:18
Maria,Czesnik,POL,0,00:22:15,00:00:32,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Vanessa,Fernandes,POR,0,00:22:16,00:00:28,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Elizabeth,May,LUX,0,00:22:22,00:00:34,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Lisa,Mensink,CAN,0,00:22:21,00:00:28,01:03:43,00:00:20,00:00:00,DNF,00:00:00
Zurine,Rodriguez,ESP,0,00:23:07,00:00:28,00:00:00,00:00:00,00:00:00,DNF,00:00:00
