People QuickFacts,Brooks County,Texas
"Population, 2013 estimate    ","7,237","26,448,193"
"Population, 2012 estimate    ","7,175","26,060,796"
"Population, 2010 (April 1) estimates base    ","7,223","25,145,561"
"Population, percent change, April 1, 2010 to July 1, 2013    ",0.2%,5.2%
"Population, percent change, April 1, 2010 to July 1, 2012    ",-0.7%,3.6%
"Population, 2010    ","7,223","25,145,561"
"Persons under 5 years, percent, 2012    ",9.0%,7.5%
"Persons under 18 years, percent, 2012    ",28.4%,26.8%
"Persons 65 years and over, percent, 2012    ",17.8%,10.9%
"Female persons, percent, 2012    ",50.5%,50.3%
,,
"White alone, percent, 2012 (a)    ",97.8%,80.6%
"Black or African American alone, percent, 2012 (a)    ",0.9%,12.3%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",0.6%,1.0%
"Asian alone, percent, 2012 (a)    ",0.4%,4.2%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",Z,0.1%
"Two or More Races, percent, 2012    ",0.3%,1.7%
"Hispanic or Latino, percent, 2012 (b)    ",90.6%,38.2%
"White alone, not Hispanic or Latino, percent, 2012    ",8.4%,44.5%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",85.9%,82.6%
"Foreign born persons, percent, 2008-2012    ",5.3%,16.3%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",68.7%,34.6%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",60.7%,80.8%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",9.5%,26.3%
"Veterans, 2008-2012    ",386,"1,611,660"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",17.4,24.9
"Housing units, 2012    ","3,234","10,154,230"
"Homeownership rate, 2008-2012    ",66.3%,63.9%
"Housing units in multi-unit structures, percent, 2008-2012    ",9.6%,24.1%
"Median value of owner-occupied housing units, 2008-2012    ","$44,700","$128,000"
"Households, 2008-2012    ","2,465","8,782,598"
"Persons per household, 2008-2012    ",2.9,2.8
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$14,069","$25,809"
"Median household income, 2008-2012    ","$21,445","$51,563"
"Persons below poverty level, percent, 2008-2012    ",38.6%,17.4%
,,
Business QuickFacts,Brooks County,Texas
"Private nonfarm establishments, 2011    ",128,"525,420"
"Private nonfarm employment, 2011    ","1,648","8,987,663"
"Private nonfarm employment, percent change, 2010-2011    ",10.8%,2.3%
"Nonemployer establishments, 2011    ",571,"1,975,620"
,,
"Total number of firms, 2007    ",525,"2,164,852"
"Black-owned firms, percent, 2007    ",F,7.1%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.9%
"Asian-owned firms, percent, 2007    ",F,5.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,20.7%
"Women-owned firms, percent, 2007    ",S,28.2%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"593,541,502"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"424,238,194"
"Retail sales, 2007 ($1000)    ","81,552","311,334,781"
"Retail sales per capita, 2007    ","$10,914","$13,061"
"Accommodation and food services sales, 2007 ($1000)    ","14,217","42,054,592"
"Building permits, 2012    ",0,"135,514"
,,
Geography QuickFacts,Brooks County,Texas
"Land area in square miles, 2010    ",943.36,"261,231.71"
"Persons per square mile, 2010    ",7.7,96.3
FIPS Code    ,47,48
Metropolitan or Micropolitan Statistical Area    ,None, 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
