ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Carolyn,Murray,CAN,0,00:22:44,00:00:00,01:05:33,00:00:00,00:34:50,1,02:03:07
Samantha,Mcglone,CAN,0,00:22:42,00:00:00,01:05:24,00:00:00,00:35:00,2,02:03:08
Kiyomi,Niwata,JPN,0,00:22:21,00:00:00,01:05:53,00:00:00,00:35:16,3,02:03:29
Ai,Ueda,JPN,0,00:22:21,00:00:00,01:05:58,00:00:00,00:35:27,4,02:03:46
Rika,Takahashi,JPN,0,00:22:40,00:00:00,01:05:31,00:00:00,00:36:55,5,02:05:07
Saori,Ohmatsu,JPN,0,00:22:51,00:00:00,01:05:19,00:00:00,00:36:59,6,02:05:10
Maki,Shimomura,JPN,0,00:22:12,00:00:00,01:05:58,00:00:00,00:37:03,7,02:05:13
Shizuka,Kutsuna,JPN,0,00:22:06,00:00:00,01:06:04,00:00:00,00:37:22,8,02:05:32
Leesa,White,AUS,0,00:22:40,00:00:00,01:05:37,00:00:00,00:37:38,9,02:05:56
Junko,Yashiro,JPN,0,00:22:41,00:00:00,01:05:30,00:00:00,00:37:55,10,02:06:07
Anne Marie,Koszegi,CAN,0,00:22:42,00:00:00,01:05:34,00:00:00,00:38:16,11,02:06:33
Misato,Takagi,JPN,0,00:22:44,00:00:00,01:05:31,00:00:00,00:38:24,12,02:06:39
Shanelle,Barrett,NZL,0,00:22:40,00:00:00,01:05:34,00:00:00,00:39:02,13,02:07:18
Keiko,Tanaka,JPN,0,00:22:40,00:00:00,01:05:34,00:00:00,00:39:32,14,02:07:46
Risa,Kusunoki,JPN,0,00:22:39,00:00:00,01:05:31,00:00:00,00:41:55,15,02:10:06
Eri,Sugimoto,JPN,0,00:22:50,00:00:00,01:09:57,00:00:00,00:39:12,16,02:11:59
Chie,Nakajima,JPN,0,00:22:07,00:00:00,01:06:08,00:00:00,00:44:10,17,02:12:25
Mami,Saito,JPN,0,00:22:45,00:00:00,01:09:45,00:00:00,00:41:19,18,02:13:49
Natsuki,Matsumoto,JPN,0,00:22:49,00:00:00,01:10:48,00:00:00,00:42:07,19,02:15:44
Naomi,Imaizumi,JPN,0,00:25:19,00:00:00,01:11:37,00:00:00,00:39:37,20,02:16:33
Chiyo,Udagawa,JPN,0,00:23:13,00:00:00,01:14:18,00:00:00,00:41:35,21,02:19:06
Kaori,Sekiguchi,JPN,0,00:25:55,00:00:00,01:12:33,00:00:00,00:40:47,22,02:19:15
Kana,Matsumoto,JPN,0,00:26:10,00:00:00,01:12:16,00:00:00,00:40:52,23,02:19:18
Satomi,Okochi,JPN,0,00:22:38,00:00:00,01:14:23,00:00:00,00:42:44,24,02:19:45
Risa,Akizuki,JPN,0,00:22:44,00:00:00,01:13:31,00:00:00,00:44:56,25,02:21:11
Airi,Sawada,JPN,0,00:26:18,00:00:00,01:12:18,00:00:00,00:42:44,26,02:21:20
Sayaka,Taira,JPN,0,00:22:47,00:00:00,01:14:46,00:00:00,00:46:08,27,02:23:41
Naohi,Chiyoda,JPN,0,00:24:29,00:00:00,01:13:05,00:00:00,00:46:52,28,02:24:26
Uchiyama,Aya,JPN,0,00:27:57,00:00:00,01:15:43,00:00:00,00:41:15,29,02:24:56
Maiko,Ota,JPN,0,00:22:48,00:00:00,01:21:37,00:00:00,00:47:25,30,02:31:51
Yuuka,Asakura,JPN,0,00:22:35,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Mariko,Adachi,JPN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Misuzu,Asanuma,JPN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Jocelyn,Bascon-Giroux,CAN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Misa,Nonaka,JPN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Yekaterina,Shatnaya,KAZ,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Anna,Supinova,CZE,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Eri,Uchino,JPN,0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
