Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0
Aruba,ABW,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,12040000.0,40430000.0,20830000.0,19260000.0,24190000.0,28920000.0,24810000.0,29850000.0,22970000.0,15930000.0,17980000.0,20330000.0,23710000.0,10680000.0,-7100000.0,10660000.0,-1510000.0,10190000.0,76470000.0,-11510000.0,,,,,,,,,
Andorra,AND,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,,,,,,,,,,,,20000.0,160000.0,350000.0,190000.0,220000.0,190000.0,1560000.0,1720000.0,200000.0,180000.0,190000.0,,740000.0,,,430000.0,890000.0,3480000.0,2570000.0,3130000.0,720000.0,5210000.0,9950000.0,12370000.0,26600000.0,12340000.0,42940000.0,25470000.0,9360000.0,10170000.0,71950000.0,88280000.0,77370000.0,90310000.0,79090000.0,87340000.0,88820000.0,111970000.0,147930000.0,115000000.0,108480000.0,68500000.0,
Angola,AGO,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,,,,,,,,,,,,,,,130000.0,650000.0,3080000.0,4720000.0,10710000.0,2260000.0,7970000.0,2300000.0,4000000.0,8900000.0,16660000.0,8050000.000000001,16770000.0,15580000.0,12440000.0,4940000.0,12580000.0,2150000.0,1240000.0,720000.0,5880000.0,23330000.0,30080000.0,21700000.0,15160000.0,13670000.0,11650000.0,20490000.0,27670000.0,21080000.0,19550000.0,12800000.0,2110000.0,-49290000.0,-2670000.0,-3270000.0,-2720000.0,-2960000.0,-2740000.0,
Albania,ALB,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490000.0,2570000.0,2250000.0,6750000.0,4730000.0,7980000.0,7720000.0,5470000.0,1980000.0,3770000.0,11470000.0,11560000.0,12740000.0,11000000.0,9120000.0,5340000.0,6780000.0,18270000.0,8240000.0,4160000.0,380000.0,,
Andean Region,ANR,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,,,,,,40000.0,,1710000.0,150000.0,730000.0,2620000.0,1630000.0,3910000.0,4210000.0,13400000.0,18000000.0,22770000.0,54530000.0,55030000.0,64450000.0,101100000.0,91500000.0,66540000.0,69440000.0,75570000.0,62610000.0,116790000.0,122990000.0,130660000.0,125860000.0,160750000.0,87590000.0,170260000.0,122880000.0,110820000.0,167280000.0,177990000.0,187280000.0,149360000.0,97640000.0,98740000.0,126690000.0,153030000.0,163730000.0,328730000.0,363580000.0,199810000.0,297370000.0,396500000.0,216870000.0,176650000.0,159880000.0,127030000.0,
United Arab Emirates,ARE,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,,,,,,,,,,,,,,,,,40000.0,,,20000.0,,,,,,,,,,,,,,,,,,,450000.0,,,,,,,,,,,,,,,
Argentina,ARG,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,-5200000.0,-5500000.0,,1300000.0,900000.0,680000.0,,-460000.0,,,,,80000.0,100000.0,210000.0,320000.0,960000.0,1060000.0,710000.0,2320000.0,3020000.0,2450000.0,1670000.0,1500000.0,820000.0,850000.0,930000.0,960000.0,2920000.0,3030000.0,3850000.0,1710000.0,1670000.0,1410000.0,1570000.0,2049999.9999999998,1320000.0,720000.0,190000.0,50000.0,210000.0,450000.0,260000.0,200000.0,1030000.0,310000.0,130000.0,30000.0,250000.0,220000.0,520000.0,50000.0,30000.0,
