ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Lukas,Verzbicas,USA,14,00:09:24,00:00:35,00:30:16,00:00:35,00:15:33,1,00:56:21
Justus,Nieschlag,GER,68,00:09:15,00:00:37,00:30:21,00:00:32,00:16:10,2,00:56:54
Tony,Smoragiewicz,USA,61,00:10:04,00:00:38,00:30:14,00:00:33,00:15:31,3,00:56:59
Ron,Darmon,ISR,32,00:09:34,00:00:38,00:30:44,00:00:34,00:15:39,4,00:57:06
Matt,Brown,AUS,44,00:09:56,00:00:39,00:30:20,00:00:34,00:15:44,5,00:57:11
Matthias,Steinwandter,ITA,33,00:09:56,00:00:38,00:30:19,00:00:33,00:15:55,6,00:57:19
Alois,Knabl,AUT,45,00:09:13,00:00:41,00:30:21,00:00:36,00:16:40,7,00:57:28
David,Pap,HUN,69,00:09:48,00:00:38,00:30:29,00:00:34,00:16:04,8,00:57:30
Raphael,Montoya,FRA,51,00:10:03,00:00:37,00:30:17,00:00:37,00:16:04,9,00:57:35
Gordon,Benson,GBR,52,00:09:16,00:00:38,00:30:20,00:00:34,00:16:50,10,00:57:37
Renning,Elischer,GER,53,00:10:13,00:00:35,00:30:06,00:00:30,00:16:17,11,00:57:38
Jack,Hickey,AUS,63,00:09:17,00:00:38,00:30:20,00:00:33,00:16:56,12,00:57:41
Ben,Kanute,USA,41,00:09:15,00:00:39,00:30:21,00:00:33,00:16:57,13,00:57:43
Kristian ,Blummenfelt,NOR,7,00:10:02,00:00:37,00:30:14,00:00:39,00:16:15,14,00:57:45
Regis,Bader,BEL,19,00:10:04,00:00:36,00:30:14,00:00:31,00:16:22,15,00:57:45
Martin,Debnar,CZE,67,00:09:51,00:00:36,00:30:27,00:00:34,00:16:21,16,00:57:47
Delian,Stateff,ITA,1,00:09:39,00:00:38,00:30:34,00:00:36,00:16:22,17,00:57:47
Jelle,Geens,BEL,46,00:10:09,00:00:38,00:30:05,00:00:33,00:16:29,18,00:57:54
Tyler,Mislawchuk,CAN,70,00:09:43,00:00:38,00:30:34,00:00:34,00:16:29,19,00:57:55
Francis ,Lefebvre,CAN,48,00:09:37,00:00:36,00:30:44,00:00:33,00:16:30,20,00:57:58
Emil,Stoynev,BUL,21,00:10:07,00:00:37,00:30:12,00:00:38,00:16:32,21,00:58:04
Tristan,Woodfine,CAN,22,00:10:17,00:00:37,00:30:55,00:00:36,00:15:44,22,00:58:08
Lukas,Kocar,CZE,50,00:09:23,00:00:36,00:30:16,00:00:35,00:17:25,23,00:58:14
Octavio,Oliveros,MEX,36,00:09:41,00:00:41,00:30:33,00:00:35,00:16:52,24,00:58:21
Simon,Viain,FRA,26,00:10:01,00:00:39,00:30:13,00:00:34,00:17:03,25,00:58:28
Marc-Antoine,Christin,CAN,65,00:09:22,00:00:39,00:30:54,00:00:35,00:17:05,26,00:58:34
Marc,Austin,GBR,27,00:09:41,00:00:37,00:30:37,00:00:32,00:17:10,27,00:58:36
Martin,Bader,AUT,18,00:09:32,00:00:36,00:30:42,00:00:35,00:17:15,28,00:58:38
Danny,Friese,GER,28,00:10:07,00:00:36,00:30:11,00:00:34,00:17:22,29,00:58:47
Andrew,Ranford,NZL,60,00:10:12,00:00:37,00:30:05,00:00:31,00:17:28,30,00:58:50
Scott,Llewellyn,AUS,17,00:09:38,00:00:39,00:30:36,00:00:33,00:17:28,31,00:58:52
Takanori,Sugihara,JPN,2,00:09:56,00:00:37,00:30:25,00:00:36,00:17:23,32,00:58:54
Flavio,Morandini,ARG,16,00:09:51,00:00:43,00:30:19,00:00:39,00:17:31,33,00:59:01
Bob,Haller,LUX,5,00:10:22,00:00:37,00:30:49,00:00:35,00:16:42,34,00:59:02
Kristóf,Anheuer,HUN,31,00:09:20,00:00:39,00:30:57,00:00:38,00:17:32,35,00:59:04
Shiruba,Taniguchi,JPN,57,00:10:02,00:00:40,00:30:13,00:00:33,00:17:40,36,00:59:05
Iurii,Zablotskyi,UKR,12,00:09:46,00:00:37,00:30:36,00:00:38,00:17:46,37,00:59:20
Lautaro,Volpe,ARG,43,00:10:17,00:00:41,00:30:52,00:00:35,00:16:59,38,00:59:22
David ,Nuñez,MEX,59,00:10:19,00:00:37,00:30:55,00:00:36,00:17:04,39,00:59:28
Eduardo,Lass,BRA,20,00:09:48,00:00:37,00:30:29,00:00:34,00:18:10,40,00:59:38
Anton,Portnyagin,KAZ,58,00:10:22,00:00:38,00:30:49,00:00:37,00:17:19,41,00:59:44
Perry,Wong,HKG,54,00:09:53,00:00:40,00:30:21,00:00:37,00:18:15,42,00:59:45
Luis Miguel,Velasquez,VEN,62,00:09:36,00:00:43,00:30:37,00:00:34,00:18:21,43,00:59:49
Aaron,Barclay,NZL,37,00:09:13,00:00:37,00:30:25,00:00:35,00:19:06,44,00:59:54
Lachlan,Davey,NZL,8,00:10:26,00:00:36,00:30:47,00:00:33,00:17:39,45,00:59:59
Marten,Van Riel,BEL,64,00:09:38,00:00:41,00:30:36,00:00:37,00:18:36,46,01:00:07
Máté,Balogh,HUN,55,00:09:41,00:00:51,00:30:23,00:00:34,00:18:53,47,01:00:21
Kirill,Uvarov,KAZ,3,00:10:16,00:00:40,00:31:42,00:00:39,00:17:34,48,01:00:51
Ivan,Menshykov,UKR,40,00:10:21,00:00:40,00:30:49,00:00:35,00:18:30,49,01:00:53
Wian,Sullwald,RSA,10,00:09:28,00:00:34,00:30:52,00:00:37,00:19:27,50,01:00:55
Dae Yeong,Lee,KOR,4,00:10:22,00:00:36,00:31:38,00:00:33,00:18:11,51,01:01:19
Tomas,Kabrhel,CZE,25,00:09:58,00:00:38,00:31:14,00:00:36,00:19:00,52,01:01:24
Abri,Van Der Walt,RSA,38,00:10:08,00:00:41,00:30:59,00:00:39,00:19:06,53,01:01:32
Juan Jose,Lopez,MEX,6,00:09:20,00:00:38,00:32:39,00:00:37,00:18:56,54,01:02:10
Leong Tim,Law,HKG,30,00:09:47,00:00:45,00:32:06,00:00:40,00:19:07,55,01:02:23
