ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Jodie,Swallow,GBR,5, 00:18:19, 00:00:30, 01:06:06, 00:00:31, 00:36:14,1, 02:01:38
Anja,Dittmer,GER,2, 00:18:55, 00:00:32, 01:07:42, 00:00:28, 00:35:39,2, 02:03:15
Ainhoa,Murua,ESP,1, 00:18:44, 00:00:33, 01:07:52, 00:00:28, 00:35:43,3, 02:03:19
Aileen,Reid,IRL,4, 00:18:48, 00:00:35, 01:07:47, 00:00:27, 00:37:01,4, 02:04:37
Neiske,Becks,NED,24, 00:18:26, 00:00:36, 01:08:10, 00:00:29, 00:37:37,5, 02:05:15
Carole,Peon,FRA,3, 00:18:49, 00:00:32, 01:07:49, 00:00:27, 00:37:58,6, 02:05:33
Sarissa,De Vries,NED,19, 00:18:51, 00:00:31, 01:07:48, 00:00:34, 00:37:57,7, 02:05:39
Radka,Vodickova,CZE,8, 00:18:22, 00:00:32, 01:08:17, 00:00:31, 00:38:06,8, 02:05:45
Maria,Czesnik,POL,7, 00:19:16, 00:00:33, 01:08:48, 00:00:27, 00:36:55,9, 02:05:58
Zurine,Rodriguez,ESP,11, 00:19:22, 00:00:31, 01:08:46, 00:00:30, 00:37:04,10, 02:06:10
Emma,Jackson,AUS,9, 00:18:49, 00:00:33, 01:07:50, 00:00:28, 00:38:48,11, 02:06:26
Anna,Burova,RUS,17, 00:19:28, 00:00:35, 01:08:37, 00:00:31, 00:37:24,12, 02:06:33
Alexandra,Razarenova,RUS,10, 00:19:29, 00:00:32, 01:08:38, 00:00:26, 00:37:38,13, 02:06:42
Maaike,Caelers,NED,18, 00:20:08, 00:00:33, 01:09:28, 00:00:32, 00:36:15,14, 02:06:54
Katie ,Hewison,GBR,20, 00:20:01, 00:00:41, 01:09:29, 00:00:30, 00:36:39,15, 02:07:18
Anastasiya,Polyanskaya,RUS,12, 00:19:23, 00:00:36, 01:08:40, 00:00:29, 00:38:47,16, 02:07:53
Yuliya,Yelistratova,UKR,6, 00:19:38, 00:00:32, 01:10:02, 00:00:30, 00:38:06,17, 02:08:46
Emma,Davis,IRL,14, 00:18:55, 00:00:34, 01:09:07, 00:00:33, 00:39:50,18, 02:08:59
Non,Stanford,GBR,25, 00:19:39, 00:00:33, 01:10:01, 00:00:32, 00:39:49,19, 02:10:32
Amy,Roberts ,AUS,16, 00:18:54, 00:00:37, 01:09:08, 00:00:27, 00:41:40,20, 02:10:43
Tereza,Durdiakova,SVK,29, 00:20:09, 00:00:34, 01:09:28, 00:00:34, 00:41:11,21, 02:11:54
Irina,Kirchler,AUT,23, 00:20:50, 00:00:34, 01:10:03, 00:00:34, 00:40:09,22, 02:12:09
Hee Ju,Kim,KOR,31, 00:18:52, 00:00:32, 01:09:16, 00:00:27, 00:44:22,23, 02:13:27
Olesya,Prystayko,UKR,15, 00:21:33, 00:00:28, 01:11:53, 00:00:33, 00:39:09,24, 02:13:34
Won-Jung,Choi,KOR,36, 00:19:29, 00:00:32, 01:10:13, 00:00:30, 00:45:12,25, 02:15:54
Gillian,Sanders,RSA,30, 00:20:53, 00:00:37, 01:15:49, 00:00:29, 00:39:35,26, 02:17:21
Yun-Jung,Jang,KOR,26, 00:18:46, 00:00:34, 01:09:21, 00:00:31,00:00:00,DNF,00:00:00
Eun Kyung,Seung,KOR,27, 00:18:48, 00:00:36,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Liubov,Polyanskaya,RUS,22, 00:18:56, 00:00:43,00:00:00,00:00:00,00:00:00,DNF,00:00:00
