ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Kyle,Jones,CAN,4,00:19:22,00:00:00,00:57:54,00:00:00,00:31:02,1,01:48:18
Gavin,Noble,IRL,3,00:19:22,00:00:00,00:57:51,00:00:00,00:31:25,2,01:48:39
Brent,Mcmahon,CAN,5,00:19:16,00:00:00,00:57:57,00:00:00,00:32:06,3,01:49:19
Ji Hwan,Kim,KOR,12,00:19:19,00:00:00,00:57:57,00:00:00,00:33:00,4,01:50:18
Yuichi,Hosoda,JPN,1,00:20:15,00:00:00,00:58:31,00:00:00,00:32:04,5,01:50:50
Endo,Tatsuki,JPN,20,00:19:19,00:00:00,00:58:06,00:00:00,00:33:36,6,01:51:02
Kohei,Shimomura,JPN,7,00:20:19,00:00:00,00:58:08,00:00:00,00:33:15,7,01:51:43
Benjamin,Shaw,IRL,17,00:19:19,00:00:00,00:57:49,00:00:00,00:34:57,8,01:52:06
Tsukasa,Hirano,JPN,14,00:19:18,00:00:00,00:57:58,00:00:00,00:34:58,9,01:52:13
Mitchell,Robins,AUS,10,00:21:08,00:00:00,00:58:56,00:00:00,00:32:21,10,01:52:25
Cameron,Good,AUS,2,00:20:18,00:00:00,00:59:47,00:00:00,00:32:27,11,01:52:32
Kohei,Tsubaki,JPN,15,00:20:15,00:00:00,00:58:37,00:00:00,00:33:40,12,01:52:34
Harunobu,Sato,JPN,8,00:20:17,00:00:00,00:58:20,00:00:00,00:34:04,13,01:52:41
Ran,Alterman,ISR,6,00:20:11,00:00:00,00:58:44,00:00:00,00:33:55,14,01:52:51
Lawrence,Fanous,JOR,16,00:20:10,00:00:00,00:58:24,00:00:00,00:35:15,15,01:53:49
Hiroki,Sugimoto,JPN,11,00:20:09,00:00:00,00:58:43,00:00:00,00:35:27,16,01:54:19
Ryota,Utsunomiya,JPN,26,00:21:12,00:00:00,00:58:52,00:00:00,00:34:24,17,01:54:29
Taichi,Inudo,JPN,23,00:21:05,00:00:00,00:59:11,00:00:00,00:34:43,18,01:54:59
Jumpei,Furuya,JPN,36,00:20:38,00:00:00,00:59:28,00:00:00,00:34:52,19,01:54:59
Takayuki,Ike,JPN,25,00:20:41,00:00:00,00:59:33,00:00:00,00:34:49,20,01:55:03
Kazuki,Inoue,JPN,22,00:20:18,00:00:00,00:58:37,00:00:00,00:36:35,21,01:55:31
Charlie,Boyle,AUS,21,00:20:17,00:00:00,00:59:47,00:00:00,00:35:33,22,01:55:38
Shun,Kudo,JPN,27,00:19:25,00:00:00,01:00:54,00:00:00,00:36:22,23,01:56:40
Jun,Taketomo,JPN,19,00:21:11,00:00:00,00:59:13,00:00:00,00:36:35,24,01:56:59
Masahiko,Oyadomari,JPN,32,00:20:23,00:00:00,01:00:03,00:00:00,00:36:41,25,01:57:08
Hiroshi,Tsutsumi,JPN,44,00:20:36,00:00:00,00:59:29,00:00:00,00:37:57,26,01:58:02
Daiki,Omogata,JPN,29,00:20:33,00:00:00,00:59:54,00:00:00,00:37:57,27,01:58:23
Kuniaki,Takahama,JPN,9,00:21:16,00:00:00,01:01:10,00:00:00,00:36:10,28,01:58:38
Yukihiro,Hiramatsu,JPN,24,00:21:17,00:00:00,01:01:09,00:00:00,00:36:16,29,01:58:43
Reishi,Higuchi,JPN,30,00:20:22,00:00:00,01:00:01,00:00:00,00:38:54,30,01:59:18
Mayafumi,Wakasugi,JPN,18,00:21:16,00:00:00,01:01:14,00:00:00,00:38:22,31,02:00:53
Taichi,Araki,JPN,51,00:20:15,00:00:00,01:01:13,00:00:00,00:39:45,32,02:01:13
Genki,Misawa,JPN,39,00:21:12,00:00:00,01:01:24,00:00:00,00:38:50,33,02:01:26
Guillermo,Arriaga,MEX,50,00:20:13,00:00:00,01:00:05,00:00:00,00:41:48,34,02:02:06
Ryo,Sueoka,JPN,33,00:24:04,00:00:00,01:06:15,00:00:00,00:34:41,35,02:05:01
Yao,Kazato,JPN,46,00:21:07,00:00:00,01:01:29,00:00:00,00:43:47,36,02:06:24
Shinji,Yamaguchi,JPN,31,00:25:12,00:00:00,01:05:15,00:00:00,00:36:46,37,02:07:14
Tomokazu,Miyazaki,JPN,43,00:23:10,00:00:00,01:05:30,00:00:00,00:39:21,38,02:08:01
Masashi,Kamimura,JPN,40,00:21:10,00:00:00,01:09:29,00:00:00,00:38:57,39,02:09:36
Shunya,Maeda,JPN,28,00:21:16,00:00:00,01:09:18,00:00:00,00:39:02,40,02:09:36
Daisuke,Harada,JPN,49,00:21:12,00:00:00,01:07:40,00:00:00,00:41:51,41,02:10:43
Yuuki,Oketani,JPN,41,00:21:07,00:00:00,01:01:31,00:00:00,00:49:06,42,02:11:44
Hiroyuki,Yamada,JPN,48,00:27:17,00:00:00,01:07:29,00:00:00,00:37:25,43,02:12:11
Hisashi,Higuchi,JPN,47,00:25:31,00:00:00,01:05:33,00:00:00,00:41:19,44,02:12:22
Kenshi,Sonomura,JPN,37,00:22:22,00:00:00,01:06:26,00:00:00,00:44:07,45,02:12:55
Hiroki,Tajika,JPN,45,00:25:30,00:00:00,01:07:22,00:00:00,00:41:13,46,02:14:04
Takashi,Hayano,JPN,38,00:23:44,00:00:00,01:06:45,00:00:00,00:44:43,47,02:15:12
