People QuickFacts,Fayetteville,Georgia
"Population, 2013 estimate    ","16,370","9,992,167"
"Population, 2010 (April 1) estimates base    ","16,097","9,687,663"
"Population, percent change, April 1, 2010 to July 1, 2013    ",1.7%,3.1%
"Population, 2010    ","15,945","9,687,653"
"Persons under 5 years, percent, 2010    ",5.1%,7.1%
"Persons under 18 years, percent, 2010    ",26.7%,25.7%
"Persons 65 years and over, percent,  2010    ",14.0%,10.7%
"Female persons, percent, 2010    ",54.4%,51.2%
,,
"White alone, percent, 2010 (a)    ",55.0%,59.7%
"Black or African American alone, percent, 2010 (a)    ",33.9%,30.5%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.4%,0.3%
"Asian alone, percent, 2010 (a)    ",6.6%,3.2%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.1%,0.1%
"Two or More Races, percent, 2010    ",2.8%,2.1%
"Hispanic or Latino, percent, 2010 (b)    ",4.8%,8.8%
"White alone, not Hispanic or Latino, percent, 2010    ",52.3%,55.9%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",84.4%,83.6%
"Foreign born persons, percent, 2009-2013    ",10.5%,9.7%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",13.1%,13.3%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",93.2%,84.7%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",42.3%,28.0%
"Veterans, 2009-2013    ","1,638","690,208"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",31.7,27
"Housing units, 2010    ","6,499","4,088,801"
"Homeownership rate, 2009-2013    ",74.3%,65.1%
"Housing units in multi-unit structures, percent, 2009-2013    ",17.8%,20.5%
"Median value of owner-occupied housing units, 2009-2013    ","$194,000","$151,300"
"Households, 2009-2013    ","6,093","3,518,097"
"Persons per household, 2009-2013    ",2.57,2.71
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$30,036","$25,182"
"Median household income, 2009-2013    ","$62,037","$49,179"
"Persons below poverty level, percent, 2009-2013    ",8.9%,18.2%
,,
Business QuickFacts,Fayetteville,Georgia
"Total number of firms, 2007    ","2,733","901,105"
"Black-owned firms, percent, 2007    ",24.8%,20.4%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.7%
"Asian-owned firms, percent, 2007    ",S,5.1%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",3.5%,3.6%
"Women-owned firms, percent, 2007    ",S,30.9%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"144,280,774"
"Merchant wholesaler sales, 2007 ($1000)    ","87,946","141,962,359"
"Retail sales, 2007 ($1000)    ","683,940","117,516,907"
"Retail sales per capita, 2007    ","$45,457","$12,326"
"Accommodation and food services sales, 2007 ($1000)    ","66,872","16,976,235"
,,
Geography QuickFacts,Fayetteville,Georgia
"Land area in square miles, 2010    ",10.89,"57,513.49"
"Persons per square mile, 2010    ","1,463.8",168.4
FIPS Code    ,28968,13
Counties    ,"Fayette County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
