ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Shizuka,Kutsuna,JPN,61,00:19:43,00:00:00,01:05:58,00:00:00,00:38:59,1,02:04:40
Saori,Ohmatsu,JPN,64,00:21:27,00:00:00,01:04:56,00:00:00,00:38:31,2,02:04:54
Hideko,Kikuchi,JPN,73,00:21:30,00:00:00,01:04:58,00:00:00,00:39:05,3,02:05:33
Maki,Nishiuchi,JPN,62,00:19:57,00:00:00,01:06:30,00:00:00,00:40:15,4,02:06:42
Yayoi,Ito,JPN,75,00:20:45,00:00:00,01:05:45,00:00:00,00:40:54,5,02:07:25
Chie,Nakashima,JPN,66,00:19:35,00:00:00,01:06:05,00:00:00,00:42:13,6,02:07:53
Maiko,Nishi,JPN,79,00:21:27,00:00:00,01:05:11,00:00:00,00:41:46,7,02:08:26
Maiko,Ota,JPN,0,00:20:45,00:00:00,01:05:52,00:00:00,00:42:35,8,02:09:12
Misuzu,Asanuma,JPN,67,00:19:26,00:00:00,01:06:20,00:00:00,00:44:58,9,02:10:45
Jenny,Cooper,NZL,69,00:19:57,00:00:00,01:06:38,00:00:00,00:45:49,10,02:12:25
Saki,Kubota,JPN,72,00:21:29,00:00:00,01:10:43,00:00:00,00:40:48,11,02:13:00
Chihiro,Hirayama,JPN,71,00:21:27,00:00:00,01:10:49,00:00:00,00:42:44,12,02:15:00
Risa,Kusunoki,JPN,81,00:21:44,00:00:00,01:10:29,00:00:00,00:43:59,13,02:16:12
Arisa,Shibasaki,JPN,82,00:21:29,00:00:00,01:11:04,00:00:00,00:48:13,14,02:20:46
Megumi,Miyaura,JPN,76,00:21:32,00:00:00,01:14:28,00:00:00,00:48:17,15,02:24:17
Ayami,Kawaguchi,JPN,83,00:21:42,00:00:00,01:16:55,00:00:00,00:47:12,16,02:25:50
Yuka,Yamaoka,JPN,77,00:23:32,00:00:00,01:14:55,00:00:00,00:50:14,17,02:28:41
Ruriko,Yajima,JPN,80,00:27:54,00:00:00,01:17:28,00:00:00,00:48:39,18,02:34:00
Mariko,Adachi,JPN,63,00:19:42,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
