People QuickFacts,Fort Morgan,Colorado
"Population, 2012 estimate    ","11,451","5,189,458"
"Population, 2010 (April 1) estimates base    ","11,343","5,029,196"
"Population, percent change, April 1, 2010 to July 1, 2012    ",1.0%,3.2%
"Population, 2010    ","11,315","5,029,196"
"Persons under 5 years, percent, 2010    ",9.0%,6.8%
"Persons under 18 years, percent, 2010    ",29.7%,24.4%
"Persons 65 years and over, percent,  2010    ",12.9%,10.9%
"Female persons, percent, 2010    ",50.3%,49.9%
,,
"White alone, percent, 2010 (a)    ",70.3%,81.3%
"Black or African American alone, percent, 2010 (a)    ",6.1%,4.0%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.9%,1.1%
"Asian alone, percent, 2010 (a)    ",0.7%,2.8%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",0.2%,0.1%
"Two or More Races, percent, 2010    ",2.6%,3.4%
"Hispanic or Latino, percent, 2010 (b)    ",43.3%,20.7%
"White alone, not Hispanic or Latino, percent, 2010    ",48.7%,70.0%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",79.2%,80.8%
"Foreign born persons, percent, 2008-2012    ",18.6%,9.7%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",36.6%,16.8%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",74.3%,89.9%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",13.9%,36.7%
"Veterans, 2008-2012    ",617,"405,895"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",13.4,24.4
"Housing units, 2010    ","4,279","2,212,898"
"Homeownership rate, 2008-2012    ",59.8%,65.9%
"Housing units in multi-unit structures, percent, 2008-2012    ",20.0%,25.8%
"Median value of owner-occupied housing units, 2008-2012    ","$128,400","$236,800"
"Households, 2008-2012    ","4,179","1,962,753"
"Persons per household, 2008-2012    ",2.64,2.51
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$18,330","$31,039"
"Median household income, 2008-2012    ","$42,733","$58,244"
"Persons below poverty level, percent, 2008-2012    ",18.0%,12.9%
,,
Business QuickFacts,Fort Morgan,Colorado
"Total number of firms, 2007    ","1,049","547,770"
"Black-owned firms, percent, 2007    ",F,1.7%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.8%
"Asian-owned firms, percent, 2007    ",F,2.6%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,6.2%
"Women-owned firms, percent, 2007    ",27.0%,29.2%
,,
"Manufacturers shipments, 2007 ($1000)    ",D,"46,331,953"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"53,598,986"
"Retail sales, 2007 ($1000)    ","157,755","65,896,788"
"Retail sales per capita, 2007    ","$15,105","$13,609"
"Accommodation and food services sales, 2007 ($1000)    ","19,301","11,440,395"
,,
Geography QuickFacts,Fort Morgan,Colorado
"Land area in square miles, 2010    ",3.93,"103,641.89"
"Persons per square mile, 2010    ","2,879.9",48.5
FIPS Code    ,27810,8
Counties    ,"Morgan County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
