ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Erin,Densham,AUS,6,00:23:37,00:00:16,01:04:33,00:00:19,00:34:48,1,02:03:32
Nicola,Spirig,SUI,9,00:23:59,00:00:15,01:04:13,00:00:18,00:35:42,2,02:04:24
Andrea,Hewitt,NZL,1,00:23:40,00:00:16,01:04:32,00:00:19,00:35:45,3,02:04:31
Liz,Blatchford,GBR,8,00:23:41,00:00:15,01:04:31,00:00:18,00:36:32,4,02:05:17
Rachel,Klamer,NED,12,00:24:01,00:00:15,01:04:13,00:00:16,00:36:37,5,02:05:20
Daniela,Ryf,SUI,23,00:23:59,00:00:14,01:04:15,00:00:17,00:36:46,6,02:05:30
Laura,Bennett,USA,5,00:23:38,00:00:18,01:04:32,00:00:16,00:36:52,7,02:05:35
Gwen,Jorgensen,USA,7,00:23:59,00:00:18,01:05:36,00:00:20,00:35:29,8,02:05:40
Emma,Moffatt,AUS,2,00:23:53,00:00:17,01:04:19,00:00:18,00:37:05,9,02:05:49
Lisa,Norden,SWE,3,00:24:39,00:00:14,01:04:56,00:00:20,00:36:04,10,02:06:12
Anne,Haug,GER,19,00:24:38,00:00:18,01:04:56,00:00:17,00:36:15,11,02:06:21
Lauren,Groves,CAN,17,00:24:11,00:00:16,01:05:27,00:00:21,00:36:49,12,02:07:02
Vicky,Holland,GBR,14,00:24:21,00:00:16,01:05:12,00:00:18,00:37:02,13,02:07:07
Pamella,Oliveira,BRA,20,00:24:00,00:00:16,01:04:14,00:00:20,00:38:26,14,02:07:14
Alexandra,Razarenova,RUS,51,00:24:29,00:00:16,01:05:10,00:00:23,00:37:15,15,02:07:30
Helle,Frederiksen,DEN,30,00:24:38,00:00:19,01:04:58,00:00:18,00:37:41,16,02:07:51
Zsofia,Kovacs,HUN,48,00:24:35,00:00:18,01:05:02,00:00:17,00:38:04,17,02:08:14
Simone,Ackermann,NZL,44,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,18,02:08:39
Svenja,Bazlen,GER,18,00:24:25,00:00:17,01:05:08,00:00:19,00:38:34,19,02:08:41
Natalie,Van Coevorden,AUS,38,00:23:53,00:00:17,01:05:43,00:00:20,00:38:36,20,02:08:47
Mariya,Shorets,RUS,53,00:24:31,00:00:17,01:05:06,00:00:19,00:38:48,21,02:08:58
Melanie,Hauss,SUI,15,00:24:25,00:00:19,01:05:09,00:00:19,00:39:12,22,02:09:22
Hideko,Kikuchi,JPN,42,00:24:36,00:00:20,01:04:58,00:00:20,00:39:19,23,02:09:31
Ricarda,Lisk,GER,32,00:24:12,00:00:15,01:05:22,00:00:17,00:39:34,24,02:09:39
