ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Aaron,Royle,AUS,3,00:08:51,00:00:00,00:35:09,00:00:00,00:14:24,1,00:58:24
Jan,Van Berkel,SUI,4,00:09:13,00:00:00,00:34:57,00:00:00,00:14:18,2,00:58:28
Jamie,Huggett,AUS,6,00:09:25,00:00:00,00:34:57,00:00:00,00:14:10,3,00:58:32
Peter,Kerr,AUS,10,00:09:05,00:00:00,00:35:18,00:00:00,00:14:17,4,00:58:40
Martin,Van Barneveld,NZL,5,00:09:07,00:00:00,00:35:14,00:00:00,00:14:25,5,00:58:46
Chris,Mccormack,AUS,18,00:09:42,00:00:00,00:34:43,00:00:00,00:14:41,6,00:59:06
Ryan,Bailie,AUS,8,00:09:42,00:00:00,00:34:40,00:00:00,00:14:55,7,00:59:17
Jesse,Featonby,AUS,11,00:09:41,00:00:00,00:35:39,00:00:00,00:14:18,8,00:59:38
Richard,Varga,SVK,7,00:08:50,00:00:00,00:35:40,00:00:00,00:15:09,9,00:59:39
Bryce,Mcmaster,NZL,9,00:09:06,00:00:00,00:35:25,00:00:00,00:15:24,10,00:59:55
Marcel,Walkington,AUS,27,00:09:09,00:00:00,00:35:22,00:00:00,00:15:25,11,00:59:56
Tom,Davison,NZL,14,00:09:25,00:00:00,00:34:35,00:00:00,00:16:02,12,01:00:02
James,Elvery,NZL,2,00:09:39,00:00:00,00:35:36,00:00:00,00:15:04,13,01:00:19
Sam,Franklin,NZL,0,00:09:20,00:00:00,00:35:12,00:00:00,00:15:52,14,01:00:24
Marco,Van Der Stel,NED,30,00:09:05,00:00:00,00:35:27,00:00:00,00:16:00,15,01:00:32
Sam,Ward,NZL,35,00:09:53,00:00:00,00:35:25,00:00:00,00:15:22,16,01:00:40
James,Chronis,GRE,38,00:09:36,00:00:00,00:35:39,00:00:00,00:15:29,17,01:00:44
Edward,Rawles,NZL,21,00:08:52,00:00:00,00:35:09,00:00:00,00:16:51,18,01:00:52
Kane,Simpson,AUS,26,00:09:29,00:00:00,00:35:51,00:00:00,00:15:38,19,01:00:58
Sam,Osborne,NZL,19,00:09:50,00:00:00,00:35:26,00:00:00,00:16:51,20,01:02:07
Lachlan,Davey,NZL,36,00:10:05,00:00:00,00:35:13,00:00:00,00:17:02,21,01:02:20
Nick,Kastelein,AUS,15,00:09:38,00:00:00,00:37:30,00:00:00,00:15:33,22,01:02:41
Rodolphe,Von Berg,ITU,29,00:10:06,00:00:00,00:36:54,00:00:00,00:15:47,23,01:02:47
Troy,Mcalister,NZL,37,00:10:00,00:00:00,00:36:47,00:00:00,00:16:05,24,01:02:52
Cameron,Goldsmid,NZL,48,00:09:21,00:00:00,00:37:44,00:00:00,00:16:02,25,01:03:07
Lukas,Hollaus,AUT,16,00:10:31,00:00:00,00:36:33,00:00:00,00:16:06,26,01:03:10
Tom,Mclaughlin,NZL,44,00:10:07,00:00:00,00:36:51,00:00:00,00:16:24,27,01:03:22
Cooper,Rand,NZL,43,00:10:06,00:00:00,00:36:52,00:00:00,00:16:29,28,01:03:27
Dylan,Evans ,AUS,42,00:10:40,00:00:00,00:37:34,00:00:00,00:15:35,29,01:03:49
Zac,Barber,NZL,45,00:10:15,00:00:00,00:37:55,00:00:00,00:16:13,30,01:04:23
Josh,Kenyon,NZL,32,00:10:32,00:00:00,00:36:33,00:00:00,00:17:23,31,01:04:28
Hamish,Hammond,NZL,31,00:10:04,00:00:00,00:38:12,00:00:00,00:16:17,32,01:04:33
Nick,Berry,NZL,39,00:09:35,00:00:00,00:38:41,00:00:00,00:16:28,33,01:04:44
Michael,Perree,NZL,40,00:10:02,00:00:00,00:37:06,00:00:00,00:17:47,34,01:04:55
Owen,Miller,NZL,41,00:09:51,00:00:00,00:39:28,00:00:00,00:17:05,35,01:06:24
Andrew,Lloyd,NZL,51,00:10:12,00:00:00,00:40:09,00:00:00,00:17:05,36,01:07:26
Kris,Gemmell,NZL,1,00:09:04,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Mitchell,Kealey,AUS,20,00:09:09,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Harrison,Dean,NZL,23,00:09:49,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Cameron,Todd,NZL,33,00:09:02,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Kieran,Coates,NZL,34,00:10:27,00:00:00,00:39:14,00:00:00,00:00:00,DNF,00:00:00
Shaun,Pahina,NZL,46,00:09:49,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Andrew,Ranford,NZL,47,00:09:58,00:00:00,00:35:17,00:00:00,00:00:00,DNF,00:00:00
Guillermo,Arriaga,MEX,49,00:09:41,00:00:00,00:42:22,00:00:00,00:00:00,DNF,00:00:00
Aleksandr,Latin,EST,12,00:09:16,00:00:00,00:35:20,00:00:00,00:00:00,DQ,00:00:00
Ron,Darmon,ISR,17,00:09:11,00:00:00,00:35:20,00:00:00,00:00:00,DQ,00:00:00
William,Prior,NZL,24,00:09:18,00:00:00,00:35:13,00:00:00,00:00:00,DQ,00:00:00
