People QuickFacts,Macon County,Tennessee
"Population, 2012 estimate    ","22,498","6,456,243"
"Population, 2010 (April 1) estimates base    ","22,248","6,346,113"
"Population, percent change, April 1, 2010 to July 1, 2012    ",1.1%,1.7%
"Population, 2010    ","22,248","6,346,105"
"Persons under 5 years, percent, 2011     ",7.0%,6.3%
"Persons under 18 years, percent, 2011     ",24.9%,23.3%
"Persons 65 years and over, percent, 2011     ",14.3%,13.7%
"Female persons, percent, 2011     ",50.8%,51.3%
,,
"White persons, percent, 2011 (a)     ",97.2%,79.5%
"Black persons, percent, 2011 (a)     ",0.8%,16.9%
"American Indian and Alaska Native persons, percent, 2011 (a)     ",0.6%,0.4%
"Asian persons, percent, 2011 (a)    ",0.3%,1.5%
"Native Hawaiian and Other Pacific Islander persons, percent, 2011 (a)     ",Z,0.1%
"Persons reporting two or more races, percent, 2011     ",1.0%,1.6%
"Persons of Hispanic or Latino Origin, percent, 2011 (b)     ",4.6%,4.7%
"White persons not Hispanic, percent, 2011     ",93.3%,75.4%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",88.3%,84.1%
"Foreign born persons, percent, 2007-2011    ",4.0%,4.5%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",3.9%,6.4%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",75.3%,83.2%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",8.3%,23.0%
"Veterans, 2007-2011    ","1,296","501,665"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",30.9,24
,,
"Housing units, 2011    ","9,913","2,829,025"
"Homeownership rate, 2007-2011    ",74.6%,69.0%
"Housing units in multi-unit structures, percent, 2007-2011    ",8.0%,18.1%
"Median value of owner-occupied housing units, 2007-2011    ","$92,300","$137,200"
"Households, 2007-2011    ","8,186","2,457,997"
"Persons per household, 2007-2011    ",2.67,2.5
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$17,409","$24,197"
"Median household income, 2007-2011    ","$34,747","$43,989"
"Persons below poverty level, percent, 2007-2011    ",23.9%,16.9%
,,
Business QuickFacts,Macon County,Tennessee
"Private nonfarm establishments, 2010    ",343,"131,582"
"Private nonfarm employment, 2010    ","3,282","2,264,032"
"Private nonfarm employment, percent change, 2000-2010    ",-19.5,-5.3
"Nonemployer establishments, 2010    ","1,688","465,545"
,,
"Total number of firms, 2007    ",S,"545,348"
"Black-owned firms, percent, 2007    ",S,8.4%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",S,0.5%
"Asian-owned firms, percent, 2007    ",S,2.0%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",S,0.1%
"Hispanic-owned firms, percent, 2007    ",S,1.6%
"Women-owned firms, percent, 2007    ",S,25.9%
,,
"Manufacturers shipments, 2007 ($1000)    ",D,"140,447,760"
"Merchant wholesaler sales, 2007 ($1000)    ","30,350","80,116,528"
"Retail sales, 2007 ($1000)    ","167,327","77,547,291"
"Retail sales per capita, 2007    ","$7,713","$12,563"
"Accommodation and food services sales, 2007 ($1000)    ","11,896","10,626,759"
"Building permits, 2011     ",67,"14,977"
,,
Geography QuickFacts,Macon County,Tennessee
"Land area in square miles, 2010    ",307.14,"41,234.90"
"Persons per square mile, 2010    ",72.4,153.9
FIPS Code    ,111,47
Metropolitan or Micropolitan Statistical Area    ,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
