ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Tania,Haiboeck,AUT,1,00:19:44,00:00:39,01:09:42,00:00:33,00:36:41,1,02:07:16
Elisa,Battistoni,ITA,7,00:19:29,00:00:41,01:09:55,00:00:36,00:38:05,2,02:08:44
Juliette,Benedicto,FRA,15,00:21:07,00:00:46,01:10:43,00:00:33,00:37:29,3,02:10:35
Mieke,Suys,BEL,3,00:21:22,00:00:41,01:10:33,00:00:35,00:38:00,4,02:11:09
Jenette,Tolhoek Van Dalen,NED,5,00:19:32,00:00:43,01:09:49,00:00:37,00:40:51,5,02:11:30
Kristine,Persson,SWE,17,00:20:08,00:00:41,01:11:34,00:00:39,00:39:36,6,02:12:37
Carol,Thain,GBR,10,00:19:27,00:00:43,01:09:55,00:00:36,00:42:43,7,02:13:22
Danne,Boterenbrood,NED,8,00:20:21,00:00:40,01:11:34,00:00:37,00:42:31,8,02:15:43
Jenny,Cooper,NZL,6,00:20:03,00:00:43,01:11:51,00:00:35,00:43:37,9,02:16:48
Charlotte,Kolters,DEN,4,00:19:42,00:00:45,01:09:37,00:00:38,00:50:02,10,02:20:42
Annie,Gustavsson,SWE,11,00:21:05,00:00:45,01:11:30,00:00:56,00:47:34,11,02:21:49
Signe,De Place Iversen,DEN,9,00:20:04,00:00:41,01:09:19,00:00:00,00:00:00,DNF,00:00:00
Emelie,Gunnarsson,SWE,14,00:20:24,00:00:41,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Alice,Hector,GBR,2,00:20:06,00:00:41,01:11:36,00:00:39,00:00:00,DNF,00:00:00
Lina,Karlsson,SWE,16,00:23:40,00:00:46,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Shawna,Novak,ISR,12,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
