People QuickFacts,Calaveras County,California
"Population, 2012 estimate    ","44,742","38,041,430"
"Population, 2010 (April 1) estimates base    ","45,578","37,253,956"
"Population, percent change, April 1, 2010 to July 1, 2012    ",-1.8%,2.1%
"Population, 2010    ","45,578","37,253,956"
"Persons under 5 years, percent, 2012    ",4.0%,6.7%
"Persons under 18 years, percent, 2012    ",18.6%,24.3%
"Persons 65 years and over, percent, 2012    ",23.3%,12.1%
"Female persons, percent, 2012    ",50.0%,50.3%
,,
"White alone, percent, 2012 (a)    ",92.2%,73.7%
"Black or African American alone, percent, 2012 (a)    ",1.0%,6.6%
"American Indian and Alaska Native alone, percent, 2012 (a)    ",1.8%,1.7%
"Asian alone, percent, 2012 (a)    ",1.4%,13.9%
"Native Hawaiian and Other Pacific Islander alone, percent, 2012 (a)    ",0.2%,0.5%
"Two or More Races, percent, 2012    ",3.4%,3.6%
"Hispanic or Latino, percent, 2012 (b)    ",10.8%,38.2%
"White alone, not Hispanic or Latino, percent, 2012    ",83.0%,39.4%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",88.9%,84.2%
"Foreign born persons, percent, 2007-2011    ",4.3%,27.2%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",7.1%,43.2%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",92.4%,80.8%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",20.7%,30.2%
"Veterans, 2007-2011    ","5,752","1,997,566"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",36.2,27
,,
"Housing units, 2011    ","28,002","13,720,462"
"Homeownership rate, 2007-2011    ",78.7%,56.7%
"Housing units in multi-unit structures, percent, 2007-2011    ",4.0%,30.8%
"Median value of owner-occupied housing units, 2007-2011    ","$312,000","$421,600"
"Households, 2007-2011    ","18,865","12,433,172"
"Persons per household, 2007-2011    ",2.4,2.91
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$28,667","$29,634"
"Median household income, 2007-2011    ","$55,256","$61,632"
"Persons below poverty level, percent, 2007-2011    ",8.3%,14.4%
,,
Business QuickFacts,Calaveras County,California
"Private nonfarm establishments, 2011    ",907,"849,316"
"Private nonfarm employment, 2011    ","5,579","12,698,427"
"Private nonfarm employment, percent change, 2010-2011    ",-0.7%,1.3%
"Nonemployer establishments, 2011    ","3,516","2,887,014"
,,
"Total number of firms, 2007    ","5,365","3,425,510"
"Black-owned firms, percent, 2007    ",S,4.0%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",S,1.3%
"Asian-owned firms, percent, 2007    ",S,14.9%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.3%
"Hispanic-owned firms, percent, 2007    ",S,16.5%
"Women-owned firms, percent, 2007    ",24.7%,30.3%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"491,372,092"
"Merchant wholesaler sales, 2007 ($1000)    ","24,179","598,456,486"
"Retail sales, 2007 ($1000)    ","292,762","455,032,270"
"Retail sales per capita, 2007    ","$6,249","$12,561"
"Accommodation and food services sales, 2007 ($1000)    ","42,359","80,852,787"
"Building permits, 2012    ",29,"58,549"
,,
Geography QuickFacts,Calaveras County,California
"Land area in square miles, 2010    ","1,020.01","155,779.22"
"Persons per square mile, 2010    ",44.7,239.1
FIPS Code    ,9,6
Metropolitan or Micropolitan Statistical Area    ,None, 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
