ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Beatrice,Lanza,ITA,4,00:20:59,00:00:00,01:04:02,00:00:00,00:33:02,1,01:58:04
Lucie,Zelenkova,CZE,2,00:20:54,00:00:00,01:04:13,00:00:00,00:33:11,2,01:58:19
Delphine,Pelletier,FRA,7,00:21:02,00:00:00,01:04:13,00:00:00,00:33:07,3,01:58:23
Ewa,Dederko,POL,9,00:20:57,00:00:00,01:04:18,00:00:00,00:33:13,4,01:58:30
Jana,Jirouskova,CZE,6,00:20:55,00:00:00,01:04:17,00:00:00,00:34:41,5,01:59:53
Maria,Czesnik,POL,11,00:22:13,00:00:00,01:05:09,00:00:00,00:33:34,6,02:00:56
Paulina,Kotfica,POL,16,00:20:59,00:00:00,01:04:23,00:00:00,00:35:47,7,02:01:09
Vendula,Trnkova,CZE,14,00:20:59,00:00:00,01:04:12,00:00:00,00:36:16,8,02:01:26
Julie,Gigault,FRA,5,00:21:41,00:00:00,01:03:32,00:00:00,00:36:25,9,02:01:40
Irina,Kirchler,AUT,10,00:22:15,00:00:00,01:05:04,00:00:00,00:35:14,10,02:02:32
Ewa,Bugdol,POL,23,00:21:03,00:00:00,01:04:06,00:00:00,00:38:14,11,02:03:23
Monika,Smaruj,POL,15,00:20:55,00:00:00,01:04:22,00:00:00,00:38:17,12,02:03:34
Mariana,Ignat,ROU,24,00:21:02,00:00:00,01:04:17,00:00:00,00:39:23,13,02:04:41
Deniz,Dimaki,GRE,0,00:23:17,00:00:00,01:07:51,00:00:00,00:33:43,14,02:04:51
Maria,Pytel,POL,21,00:22:12,00:00:00,01:05:12,00:00:00,00:38:20,15,02:05:43
Alice,Cabianca,ITA,25,00:20:59,00:00:00,01:08:54,00:00:00,00:40:36,16,02:10:28
Sandra,Stattmann,AUT,26,00:24:08,00:00:00,01:09:01,00:00:00,00:38:13,17,02:11:22
Zeljka,Saban,CRO,22,00:22:14,00:00:00,01:17:19,00:00:00,00:40:54,18,02:20:28
Heidi,Hyvärinen,FIN,19,00:26:00,00:00:00,00:00:00,00:00:00,00:00:00,DNF,00:00:00
