ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Grégory,Rouault,USA,50,00:20:01,00:00:19,00:57:39,00:00:18,00:31:48,1,01:50:07
Cedric,Fleureton,FRA,2,00:19:49,00:00:14,00:57:53,00:00:18,00:32:13,2,01:50:29
Yulian,Malyshev,RUS,4,00:19:00,00:00:15,00:58:50,00:00:20,00:32:08,3,01:50:36
Sylvain,Dodet,FRA,27,00:00:00,00:00:00,00:58:39,00:00:23,00:32:21,4,01:50:42
Balazs,Pocsai,HUN,19,00:19:28,00:00:18,00:58:16,00:00:21,00:32:20,5,01:50:47
Pavel,Simko,SVK,0,00:20:03,00:00:17,00:57:38,00:00:20,00:32:32,6,01:50:53
Clark,Ellice,NZL,18,00:19:32,00:00:17,00:58:10,00:00:19,00:32:47,7,01:51:06
Gavin,Noble,IRL,16,00:00:00,00:00:00,00:58:42,00:00:25,00:33:00,8,01:51:27
Petr,Bures,CZE,21,00:20:01,00:00:16,00:57:40,00:00:21,00:33:15,9,01:51:36
Brice,Daubord,FRA,34,00:19:26,00:00:23,00:58:08,00:00:20,00:33:19,10,01:51:38
Peter,Croes,BEL,5,00:19:25,00:00:15,00:58:16,00:00:20,00:33:24,11,01:51:42
Aurélien,Lescure,FRA,32,00:19:06,00:00:17,00:58:35,00:00:20,00:33:24,12,01:51:45
James,Elvery,NZL,10,00:19:10,00:00:19,00:58:30,00:00:19,00:33:52,13,01:52:12
Lander,Dircken,BEL,44,00:20:08,00:00:19,00:57:32,00:00:20,00:34:03,14,01:52:24
Tony,Dodds,NZL,12,00:19:27,00:00:17,00:58:16,00:00:20,00:34:13,15,01:52:36
Filip,Szolowski,POL,28,00:19:49,00:00:16,00:57:53,00:00:20,00:34:20,16,01:52:41
Martin,Van Barneveld,NZL,14,00:19:25,00:00:16,00:58:16,00:00:20,00:34:29,17,01:52:49
Youri,Severin,NED,11,00:19:46,00:00:17,00:57:54,00:00:25,00:34:31,18,01:52:55
Vasyl,Makedon,UKR,42,00:19:48,00:00:20,00:57:53,00:00:21,00:34:31,19,01:52:56
Cyrill,Moreau,FRA,33,00:19:27,00:00:20,00:58:09,00:00:20,00:35:12,20,01:53:30
Filip,Przymusinski,POL,48,00:20:09,00:00:19,00:57:32,00:00:27,00:35:26,21,01:53:56
Martin,Pejsar,CZE,23,00:20:07,00:00:16,00:57:37,00:00:20,00:36:08,22,01:54:31
Viktor,Aloshyn,UKR,51,00:19:45,00:00:19,00:58:00,00:00:20,00:36:16,23,01:54:44
Jaroslav,Pejsar,CZE,30,00:00:00,00:00:00,00:58:38,00:00:20,00:36:40,24,01:55:03
Blair,Jordan,NZL,22,00:19:51,00:00:16,00:57:54,00:00:21,00:36:55,25,01:55:20
Zbynek,Pospichal,CZE,45,00:19:51,00:00:19,00:57:49,00:00:21,00:37:17,26,01:55:39
Willem,Brems,BEL,53,00:18:52,00:00:17,00:58:51,00:00:20,00:38:34,27,01:56:57
Pavel,Patak,CZE,43,00:19:07,00:00:18,00:58:38,00:00:24,00:38:37,28,01:57:07
Sergiy,Kurochkin,UKR,46,00:18:55,00:00:19,00:58:47,00:00:24,00:38:44,29,01:57:12
Tomas,Kroupa,CZE,58,00:20:10,00:00:16,00:57:30,00:00:20,00:38:58,30,01:57:17
Nazariy,Dorosh,UKR,52,00:19:47,00:00:27,01:00:41,00:00:26,00:36:58,31,01:58:21
Svyatoslav,Tsvetkov,UKR,35,00:20:04,00:00:18,01:00:31,00:00:21,00:38:36,32,01:59:54
Simon,De Cuyper,BEL,25,00:20:04,00:00:18,00:57:32,00:00:20,00:41:49,33,02:00:07
Karl-Johan,Danielsson,SWE,41,00:20:09,00:00:20,01:00:28,00:00:24,00:38:57,34,02:00:20
Anton,Blokhin,UKR,38,00:20:14,00:00:17,01:00:25,00:00:24,00:00:00,DNF,00:00:00
Sergiy,Drozd,MDA,29,00:18:55,00:00:19,00:58:45,00:00:23,00:00:00,DNF,00:00:00
Stijn,Goris,BEL,26,00:19:43,00:00:18,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Pierre,Guivarch,FRA,31,00:18:57,00:00:20,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Pawel,Iskra,POL,49,00:21:11,00:00:21,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Maksim,Kryat,UKR,0,00:20:42,00:00:17,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Csaba,Kuttor,HUN,7,00:18:54,00:00:17,00:58:50,00:00:20,00:00:00,DNF,00:00:00
Tamas,Liptak,HUN,9,00:19:04,00:00:17,00:58:42,00:00:21,00:00:00,DNF,00:00:00
Jedrzej,Przybylski,POL,57,00:20:10,00:00:19,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Bartosz,Smeda,POL,54,00:20:07,00:00:20,01:00:28,00:00:24,00:00:00,DNF,00:00:00
Adrian,Szczepanski,POL,47,00:20:04,00:00:19,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Przemyslaw,Szymanowski,POL,40,00:20:10,00:00:20,01:00:23,00:00:27,00:00:00,DNF,00:00:00
Sergey,Yakovlev,RUS,24,00:21:44,00:00:23,00:00:00,00:00:00,00:00:00,DNF,00:00:00
