ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Dmitriy,Gaag,KAZ,14,00:18:49,00:00:00,01:00:27,00:00:00,00:31:37,1,01:50:53
Daniel,Lee Chi Wo,HKG,9,00:18:47,00:00:00,01:00:27,00:00:00,00:32:04,2,01:51:18
Danylo,Sapunov,UKR,15,00:18:46,00:00:00,01:00:28,00:00:00,00:32:05,3,01:51:20
Ryosuke,Yamamoto,JPN,6,00:18:48,00:00:00,00:59:21,00:00:00,00:33:31,4,01:51:40
Hirokatsu,Tayama,JPN,5,00:18:08,00:00:00,01:01:06,00:00:00,00:32:37,5,01:51:51
Jin Sub,Shin,KOR,2,00:18:51,00:00:00,00:59:18,00:00:00,00:34:53,6,01:53:02
Andrew,Wright,HKG,10,00:18:46,00:00:00,01:00:29,00:00:00,00:33:55,7,01:53:12
Zhihang,Jiang,CHN,3,00:18:47,00:00:00,00:59:23,00:00:00,00:35:37,8,01:53:47
Ivan,Morozov,UZB,25,00:18:49,00:00:00,01:00:28,00:00:00,00:34:50,9,01:54:08
Si Eun,Moon,KOR,1,00:18:49,00:00:00,01:00:28,00:00:00,00:35:01,10,01:54:18
Jiajie,Kong,CHN,4,00:18:15,00:00:00,01:01:02,00:00:00,00:36:40,11,01:55:57
Artem,Mikheev,UZB,24,00:18:51,00:00:00,01:06:15,00:00:00,00:36:24,12,02:01:31
Rami,Abdouollah,SYR,20,00:22:52,00:00:00,01:06:31,00:00:00,00:36:00,13,02:05:23
Arland,Macasieb,PHI,26,00:22:47,00:00:00,01:06:36,00:00:00,00:36:14,14,02:05:37
Chi Wai,Kuok,MAC,16,00:21:14,00:00:00,01:08:07,00:00:00,00:37:16,15,02:06:38
Mani,Singh,IND,19,00:21:10,00:00:00,01:07:00,00:00:00,00:39:15,16,02:07:25
Chi Chong,Wu,MAC,17,00:22:46,00:00:00,01:06:38,00:00:00,00:40:16,17,02:09:40
Anil,Kumar,IND,18,00:21:12,00:00:00,01:12:23,00:00:00,00:36:43,18,02:10:18
Emmanuel Mikki,Quilala,PHI,27,00:20:41,00:00:00,01:07:27,00:00:00,00:42:20,19,02:10:29
Sulaiman Said,Al Alawi,OMA,22,00:25:17,00:00:00,01:08:23,00:00:00,00:37:15,20,02:10:55
Heidilee,Mohamad,MAS,8,00:28:21,00:00:00,01:07:12,00:00:00,00:37:46,21,02:13:20
Sulaiyam,Al Alawi,OMA,23,00:27:20,00:00:00,01:09:09,00:00:00,00:38:43,22,02:15:12
Eugene Wai Yong,Chan,MAS,7,00:23:59,00:00:00,01:07:36,00:00:00,00:44:44,23,02:16:20
Roy,Nasr,LIB,29,00:22:55,00:00:00,01:08:42,00:00:00,00:45:26,24,02:17:03
Munkhzaya,Tsenguun,MGL,11,00:25:30,00:00:00,01:11:41,00:00:00,00:49:05,25,02:26:16
Ahmad,Banna,SYR,21,00:19:41,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00
Nasanbat,Naranbat,MGL,12,00:22:58,00:00:00,01:15:48,00:00:00,00:00:00,,00:00:00
Mao-Yung,Yang,TPE,28,00:21:17,00:00:00,00:00:00,00:00:00,00:00:00,,00:00:00
