People QuickFacts,Arnold CDP,Maryland
"Population, 2012 estimate    ",X,"5,884,868"
"Population, 2010 (April 1) estimates base    ",X,"5,773,623"
"Population, percent change, April 1, 2010 to July 1, 2012    ",X,1.9%
"Population, 2010    ","23,106","5,773,552"
"Persons under 5 years, percent, 2010    ",5.6%,6.3%
"Persons under 18 years, percent, 2010    ",25.3%,23.4%
"Persons 65 years and over, percent,  2010    ",11.9%,12.3%
"Female persons, percent, 2010    ",51.4%,51.6%
,,
"White alone, percent, 2010 (a)    ",88.7%,58.2%
"Black or African American alone, percent, 2010 (a)    ",5.2%,29.4%
"American Indian and Alaska Native alone, percent, 2010 (a)    ",0.2%,0.4%
"Asian alone, percent, 2010 (a)    ",2.4%,5.5%
"Native Hawaiian and Other Pacific Islander alone, percent, 2010 (a)    ",Z,0.1%
"Two or More Races, percent, 2010    ",2.3%,2.9%
"Hispanic or Latino, percent, 2010 (b)    ",4.0%,8.2%
"White alone, not Hispanic or Latino, percent, 2010    ",86.3%,54.7%
,,
"Living in same house 1 year & over, percent, 2008-2012    ",91.8%,86.6%
"Foreign born persons, percent, 2008-2012    ",5.7%,13.8%
"Language other than English spoken at home, pct age 5+, 2008-2012    ",7.2%,16.5%
"High school graduate or higher, percent of persons age 25+, 2008-2012    ",96.8%,88.5%
"Bachelor's degree or higher, percent of persons age 25+, 2008-2012    ",52.5%,36.3%
"Veterans, 2008-2012    ","2,237","438,387"
"Mean travel time to work (minutes), workers age 16+, 2008-2012    ",28.8,31.8
"Housing units, 2010    ","8,766","2,378,814"
"Homeownership rate, 2008-2012    ",86.7%,68.1%
"Housing units in multi-unit structures, percent, 2008-2012    ",7.5%,25.5%
"Median value of owner-occupied housing units, 2008-2012    ","$399,200","$304,900"
"Households, 2008-2012    ","8,332","2,138,806"
"Persons per household, 2008-2012    ",2.69,2.64
"Per capita money income in past 12 months (2012 dollars), 2008-2012    ","$45,970","$36,056"
"Median household income, 2008-2012    ","$102,823","$72,999"
"Persons below poverty level, percent, 2008-2012    ",2.2%,9.4%
,,
Business QuickFacts,Arnold CDP,Maryland
"Total number of firms, 2007    ","2,278","528,112"
"Black-owned firms, percent, 2007    ",S,19.3%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.6%
"Asian-owned firms, percent, 2007    ",1.9%,6.8%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,4.9%
"Women-owned firms, percent, 2007    ",S,32.6%
,,
"Manufacturers shipments, 2007 ($1000)    ",0,"41,456,097"
"Merchant wholesaler sales, 2007 ($1000)    ","18,625","51,276,797"
"Retail sales, 2007 ($1000)    ","198,521","75,664,186"
"Retail sales per capita, 2007    ",,"$13,429"
"Accommodation and food services sales, 2007 ($1000)    ","13,126","10,758,428"
,,
Geography QuickFacts,Arnold CDP,Maryland
"Land area in square miles, 2010    ",10.82,"9,707.24"
"Persons per square mile, 2010    ","2,135.9",594.8
FIPS Code    ,2275,24
Counties    ,"Anne Arundel County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
