ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Sarissa,De Vries,NED,2,00:22:13,00:00:59,01:15:52,00:01:06,00:40:03,1,2:20:18
Anne,Tabarant,FRA,12,00:22:03,00:01:03,01:17:56,00:01:08,00:39:33,2,2:21:46
Celine,Schaerer,SUI,10,00:21:59,00:01:06,01:16:01,00:01:08,00:42:00,3,2:22:17
Charlotte,Morel,FRA,4,00:22:46,00:01:03,01:17:11,00:01:11,00:40:47,4,2:23:03
Charlotte,McShane,AUS,1,00:23:01,00:00:00,00:00:00,00:01:13,00:38:24,5,2:23:15
Alexandra,Cassan Ferrier,FRA,9,00:22:58,00:01:03,01:19:31,00:01:11,00:38:39,6,2:23:27
Gaia,Peron,ITA,18,00:22:03,00:00:58,01:18:40,00:01:08,00:41:20,7,2:24:12
Elena Maria,Petrini,ITA,16,00:22:44,00:01:03,01:19:46,00:01:06,00:40:04,8,2:24:49
Natascha ,Schmitt,GER,30,00:25:50,00:01:01,01:17:27,00:01:06,00:39:33,9,2:25:03
Rahel,Kueng,SUI,21,00:22:02,00:01:03,01:16:01,00:01:11,00:45:11,10,2:25:32
Grace,Musgrove,AUS,6,00:22:49,00:01:08,01:20:33,00:01:13,00:40:05,11,2:25:54
Agnieszka,Cieslak,POL,11,00:23:11,00:01:18,01:19:08,00:01:11,00:41:15,12,2:26:05
Sofie,Hooghe,BEL,15,00:22:56,00:00:59,01:20:34,00:01:11,00:40:30,13,2:26:15
Giorgia,Priarone,ITA,32,00:26:06,00:01:04,01:17:18,00:01:11,00:40:38,14,2:26:20
Magdalena,Mielnik,POL,35,00:23:08,00:01:01,01:20:21,00:01:06,00:40:58,15,2:26:39
Veronica,Signorini,ITA,26,00:22:05,00:01:03,01:19:41,00:01:16,00:43:42,16,2:27:53
Maria,Pytel,POL,14,00:25:13,00:01:16,01:17:55,00:01:13,00:42:22,17,2:28:08
Amy,Wolfe,IRL,19,00:22:48,00:01:04,01:19:41,00:01:11,00:43:28,18,2:28:18
Romana,Slavinec,AUT,27,00:25:19,00:01:06,01:18:05,00:01:15,00:42:36,19,2:28:25
Gaby,Manser,SUI,20,00:23:46,00:01:08,01:19:37,00:01:16,00:42:48,20,2:28:37
Margie,Santimaria,ITA,24,00:23:43,00:00:58,01:19:49,00:01:13,00:43:40,21,2:29:30
Rebecca,Clarke,NZL,33,00:22:05,00:01:11,01:20:21,00:01:13,00:45:59,22,2:30:55
Diane,Luthi,SUI,31,00:25:21,00:01:06,01:18:03,00:01:13,00:45:21,23,2:31:07
Heather,Jackson,GBR,23,00:22:51,00:01:01,01:19:44,00:01:11,00:46:20,24,2:31:10
Barbora,Hlavacova,CZE,34,00:24:31,00:01:03,01:27:23,00:01:29,00:47:18,25,2:41:49
Rebecca,Kingsford,NZL,3,00:20:57,00:01:06,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Theresa,Baumgartel,GER,17,00:23:45,00:00:58,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Lucy,Smith,GBR,22,00:23:09,00:01:18,00:00:00,00:00:00,00:00:00,DNF,00:00:00
Ashlee,Bailie,AUS,5,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Mikayla,Nielsen,NZL,7,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Courtney,Gillfillan,AUS,8,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Jolanda,Annen,SUI,25,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Linde,Herreman,BEL,28,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
Sophie,Margue,LUX,29,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,00:00:00
