People QuickFacts,Cayuga County,New York
"Population, 2013 estimate    ","79,477","19,651,127"
"Population, 2010 (April 1) estimates base    ","80,026","19,378,105"
"Population, percent change, April 1, 2010 to July 1, 2013    ",-0.7%,1.4%
"Population, 2010    ","80,026","19,378,102"
"Persons under 5 years, percent, 2013    ",5.2%,6.0%
"Persons under 18 years, percent, 2013    ",20.7%,21.6%
"Persons 65 years and over, percent, 2013    ",16.6%,14.4%
"Female persons, percent, 2013    ",48.9%,51.5%
,,
"White alone, percent, 2013 (a)    ",92.7%,70.9%
"Black or African American alone, percent, 2013 (a)    ",4.4%,17.5%
"American Indian and Alaska Native alone, percent, 2013 (a)    ",0.4%,1.0%
"Asian alone, percent, 2013 (a)    ",0.6%,8.2%
"Native Hawaiian and Other Pacific Islander alone, percent, 2013 (a)    ",0.1%,0.1%
"Two or More Races, percent, 2013    ",1.8%,2.3%
"Hispanic or Latino, percent, 2013 (b)    ",2.6%,18.4%
"White alone, not Hispanic or Latino, percent, 2013    ",90.9%,57.2%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",86.7%,88.8%
"Foreign born persons, percent, 2009-2013    ",2.4%,22.1%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",4.5%,29.9%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",86.3%,85.2%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",19.6%,33.2%
"Veterans, 2009-2013    ","6,608","912,499"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",21.4,31.6
"Housing units, 2013    ","36,233","8,126,026"
"Homeownership rate, 2009-2013    ",72.0%,54.2%
"Housing units in multi-unit structures, percent, 2009-2013    ",20.2%,50.6%
"Median value of owner-occupied housing units, 2009-2013    ","$106,600","$288,200"
"Households, 2009-2013    ","31,311","7,234,743"
"Persons per household, 2009-2013    ",2.41,2.61
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$24,702","$32,382"
"Median household income, 2009-2013    ","$51,581","$58,003"
"Persons below poverty level, percent, 2009-2013    ",12.7%,15.3%
,,
Business QuickFacts,Cayuga County,New York
"Private nonfarm establishments, 2012    ","1,671","527,001"
"Private nonfarm employment, 2012    ","19,882","7,556,521"
"Private nonfarm employment, percent change, 2011-2012    ",1.7%,2.5%
"Nonemployer establishments, 2012    ","4,147","1,612,106"
,,
"Total number of firms, 2007    ","5,453","1,956,733"
"Black-owned firms, percent, 2007    ",S,10.4%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.7%
"Asian-owned firms, percent, 2007    ",S,10.1%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,9.9%
"Women-owned firms, percent, 2007    ",20.5%,30.4%
,,
"Manufacturers shipments, 2007 ($1000)    ","1,109,917","162,720,173"
"Merchant wholesaler sales, 2007 ($1000)    ",D,"313,461,904"
"Retail sales, 2007 ($1000)    ","884,034","230,718,065"
"Retail sales per capita, 2007    ","$11,060","$11,879"
"Accommodation and food services sales, 2007 ($1000)    ","76,380","39,813,499"
"Building permits, 2012    ",98,"24,872"
,,
Geography QuickFacts,Cayuga County,New York
"Land area in square miles, 2010    ",691.58,"47,126.40"
"Persons per square mile, 2010    ",115.7,411.2
FIPS Code    ,11,36
Metropolitan or Micropolitan Statistical Area    ,"Auburn, NY Micro Area", 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
