Larceny-theft,,,
,2000,2000,2000
Age Group,Total,Male,Female
,,,
12 and under,91.5915138283741,123.05548904752142,58.5821337116909
13-14,1214.7994191309638,1447.773119802737,969.7276675071819
15,1696.8601616239025,2005.291683987232,1370.933865360059
16,1877.5289557982765,2252.314995238523,1478.9801648692207
17,1906.1445790105165,2371.844835929803,1407.9127839152475
18,1788.702340341114,2301.5488425511417,1248.2713724974128
19,1447.4152213979492,1872.3056274809067,1004.3430091110868
20,1176.7584266845045,1478.0165790057495,861.3388136516239
21,1000.8466108007052,1249.339683726805,740.3934914342814
22,843.8011329602398,1047.4455649392696,630.7953261828845
23,747.1393954473104,905.4178038303013,582.0641544086053
24,689.0313956895517,836.7879522330528,535.7603891157972
25-29,560.393791305973,687.1040313913809,430.8249538514834
30-34,539.8880211604351,689.3082451090153,388.51509853711235
35-39,485.92044853551414,642.0482532616514,330.7423554075292
40-44,376.1495935651196,511.3050983059449,243.18829453987465
45-49,244.96243749557166,335.457003010025,157.24750114880248
50-54,144.45791798011828,194.1566148517302,96.80799013229021
55-59,84.39436870195098,109.10405893460086,61.288486574056705
60-64,53.152501453809236,68.91019259499636,38.87415397170844
65 and over,21.69499082418051,31.615662286839218,14.749491528621107
