,Premium Finish Care,,,,,,
,Sonus,,,,,,
,,Retail Price Order Sheet,,,,,
,,,,,,,
Company:,Premium Finish Care ,,Contact:,,,,
Partner SignUp:,Premium Finish Care ,,Company:,,,,
Email:,sales@premiumfinishcare.com,,Address:,,,,
Partner Sales,(858) 756 8895 ,,"City, State:",,,,
Customer Support:,(941) 727-6161,,"Country, Postal Code:",,,,
Fax:,(941) 727-6166,,Phone Number:,,,,
Address:,6110 33rd Street East ,,Email:,,,,
,"Bradenton, FL 34203",,Select preferred Payment:,Credit Card,PayPal,Wire Transfer,
,,,Requested Ship Method:,Air,Ocean,Ground,Pickup
,,,Requested Ship Date:,,,,
,,,Comments:,,,,
Item,Description,Product References,Case Size,Product Retail Price,Total  Products (Quantity),Total Cases (Quantity),Total
,Wheel & Metals: Chrome Aluminum,,,,,,
SON-120,"Sonus Aluminum  Restore, 16.9 oz, 12 per case",Sonus Aluminum  Restore,12,12.95,,,0
SON-440-8,"Sonus Aluminum Polish, 8 oz, 12 per case",Sonus Aluminum Polish,12,12.95,,,0
SON-440,"Sonus Aluminum Polish, 16.9 oz, 12 per case",Sonus Aluminum Polish,12,19.95,,,0
SON-440-8-BN,"Sonus Aluminum Polish by Hand Bundle, 12 per case",Sonus Aluminum Polish by Hand Bundle,12,19.25,,,0
SON-750-8,"Sonus Aluminum Sealant, 8 oz, 12 per case",Sonus Aluminum Sealant,12,12.95,,,0
SON-750,"Sonus Aluminum Sealant, 16oz, 12 per case",Sonus Aluminum Sealant,12,19.95,,,0
SON-750-8-BN,"Sonus Aluminum Sealant By Hand Bundle, 12 per case",Sonus Aluminum Sealant By Hand Bundle,12,24.05,,,0
SON-800-8,"Sonus Chrome Polish, 8 oz, 12 per case",Sonus Chrome Polish,12,12.95,,,0
SON-800,"Sonus Chrome Polish, 16 oz, 12 per case",Sonus Chrome Polish,12,19.95,,,0
SON-WHEEL-CPH-KIT,"Sonus Aluminum Wheel Clean, Polish, Protect & Maintain by Hand Kit, 4 per case","Sonus Aluminum Wheel Clean, Polish, Protect & Maintain by Hand Kit",4,69,,,0
SON-WHEEL-PPH-KIT,"Sonus Aluminum Wheel Polish and Protect by Hand Kit, 4 per case",Sonus Aluminum Wheel Polish and Protect by Hand Kit,4,44.35,,,0
SON-WHEEL-RH-KIT,"Sonus Aluminum Wheel Restore by Hand Kit, 4 per case",Sonus Aluminum Wheel Restore by Hand Kit,4,64,,,0
,Rubber & Trim,,,,,,0
SON-110,"Sonus Rim Bright, 16.9 oz, 12 per case",Sonus Rim Bright,12,12.5,,,0
SON-720,"Sonus Trim & Motor Kote, 16.9 oz, 12 per case",Sonus Trim & Motor Kote,12,10.95,,,0
SON-730-8,"Sonus Tire & Bumper Dressing Gel, 8 oz, 12 per case",Sonus Tire & Bumper Dressing Gel,12,12.5,,,0
SON-730-TS,"Sonus Tire Gel & Tire Swipe Applicator Bundle, 12 per case",Sonus Tire Gel & Tire Swipe Applicator Bundle,12,14.25,,,0
SON-WHEEL-KIT,"Sonus Tire & Wheel Care Kit, case of 5",Sonus Tire & Wheel Care Kit,5,42,,,0
,Shampoos & Paint Cleaners,,,,,,0
SON-500-8,"Sonus Gloss Shampoo, 8 oz, 12 per case",Sonus Gloss Shampoo,12,6.95,,,0
SON-500,"Sonus Gloss Shampoo, 16.9 oz, 12 per case",Sonus Gloss Shampoo,12,9.95,,,0
SON-400-8,"Sonus Paintworks Cleanser, 8 oz, 12 per case",Sonus Paintworks Cleanser,12,9,,,0
SON-ULTWASH-KIT,"Sonus Ultimate Wash Kit, 4 per case",Sonus Ultimate Wash Kit,4,44.75,,,0
,Clay & Lubricant,,,,,,0
SON-300,"Sonus Glyde Clay Lubricant, 16.9 oz, 12 per case",Sonus Glyde Clay Lubricant,12,11,,,0
SON-3200C,"Sonus SFX Clay, 100 gram, Light Grey, Mild, 24 per case",Sonus SFX Clay,24,12,,,0
SON-3200C-2,"Sonus Clay in Clear Flip Top,  Light Gray, 100 gram, 2 bars, 27 per case","Sonus Clay in Clear Flip Top,  Light Gray, 100 gram, 2 bars",27,22.5,,,0
SON-3200C-300,"Sonus SFX Detail Clay Bundle, 10 per case",Sonus SFX Detail Clay Bundle,10,21.15,,,0
SON-3200C-AIO,"Sonus Klasse AIO & Clay Bundle, 4 per case",Sonus Klasse AIO & Clay Bundle,6,61.25,,,0
SON-3200E,"Sonus Elastrofoam Glass & Paint Prep Sponge, 12 per case",Sonus Elastrofoam,12,18,,,0
,Compounds & Polishes,,,,,,0
SON-410-8,"Sonus Restore Polish (SFX-1), 8 oz, 12 per case",Sonus Restore Polish (SFX-1),12,12.25,,,0
SON-420-8,"Sonus Enhance Swirl Remover (SFX-2), 8 oz, 12 per case",Sonus Enhance Swirl Remover (SFX-2),12,9.5,,,0
SON-430-8,"Sonus Final Finish Polish (SFX-3), 8 oz, 12 per case",Sonus Final Finish Polish (SFX-3),12,9.5,,,0
SON-450,"Sonus Swirl Buster, 16.9 oz, 12 per case",Sonus Swirl Buster,12,25,,,0
,Paint Protectants & Sealants,,,,,,0
SON-740-8,"Sonus Paint Sealant (SFX-4), 8 oz, 12 per case",Sonus Paint Sealant (SFX-4),12,12.95,,,0
SON-400-740,"Sonus Clean and Protect Painted Surfaces Bundle, 10 per case",Sonus Clean and Protect Painted Surfaces Bundle,10,25,,,0
SON-HANDPOL,"Sonus Hand Polish Bundle, 9 per case",Sonus Hand Polish Bundle,9,23.65,,,0
SON-KLASSE-KIT,"Sonus Klasse Complete Kit with Polycharger, 4 per case",Sonus Klasse Complete Kit with Polycharger,4,118.95,,,0
SON-PAINT-CSH-KIT,"Sonus Clean and Seal Paint by Hand Kit, 4 per case",Sonus Clean and Seal Paint by Hand Kit,4,87.25,,,0
SON-PPF-KIT,"Sonus Perfect Paint Finish Clay & Polish Kit, 4 per case",Sonus Perfect Paint Finish Clay & Polish Kit,4,56.25,,,0
,Detail Sprays,,,,,,0
SON-200,"Sonus High Gloss Acrylic Spritz, 16.9 oz, 12 per case",Sonus High Gloss Acrylic Spritz,12,12,,,0
SON-210,"Sonus Carnauba Spritz, 16.9 oz, 12 per case",Sonus Carnauba Spritz,12,12,,,0
SON-250,"Sonus Acrylic Glanz, 16.9 oz, 12 per case",Sonus Acrylic Glanz,12,13,,,0
,"Interior (Vinyl, Fabric, Leather, Carpet)",,,,,,0
SON-600-8,"Sonus Leather Cleaner, 8 oz, 12 per case",Sonus Leather Cleaner,12,9,,,0
SON-610-8,"Sonus Leather Conditioner,  8 oz, 12 per case",Sonus Leather Conditioner,12,9,,,0
SON-600-610,"Sonus Leather Care Bundle, 9 per case",Sonus Leather Care Bundle,9,24.25,,,0
SON-620-8,"Sonus Cockpit Detailer, 8 oz, 12 per case",Sonus Cockpit Detailer,12,9.95,,,0
SON-620,"Sonus Cockpit Detailer, 16.9 oz, 12 per case",Sonus Cockpit Detailer,12,15.25,,,0
SON-620-700,"Sonus Easy Maintenance Cockpit Bundle, 9 per case",Sonus Easy Maintenance Cockpit Bundle,12,20.25,,,0
SON-630,"Sonus ALL-IN-1 Total Auto Cleaner, 16.9 oz, 12 per case",Sonus ALL-IN-1 Total Auto Cleaner,12,14.25,,,0
SON-700-8,"Sonus Total Eclipse, 8 oz, 12 per case",Sonus Total Eclipse,12,9.95,,,0
SON-700,"Sonus Total Eclipse, 16.9 oz, 12 per case",Sonus Total Eclipse,12,13.95,,,0
SON-LEATHER-KIT,"Sonus Perfect Leather Interior Kit, 4 per case",Sonus Perfect Leather Interior Kit,4,53.25,,,0
,Glass,,,,,,0
SON-150,"Sonus Vision, 16.9 oz, 12 per case",Sonus Vision,12,10.5,,,0
SON-210,"Sonus Carnauba Spritz, 16.9 oz, 12 per case",Sonus Carnauba Spritz,12,12,,,0
SON-3200E,"Sonus Elastrofoam Glass & Paint Prep Sponge, 12 per case",Sonus Elastrofoam,12,18,,,0
,Applicators,,,,,,0
SON-SFXPRO-2,"Sonus Professional Two Sided Applicator, Pkg/2, Case of 24","Sonus Professional Two Sided Applicator, Pkg/2, Case of 24",24,12.5,,,0
PFC-APPBONE,"PFC Hard Surface Hand Polishing Pad, orange, bone shaped, 24 per case","PFC Hard Surface Hand Polishing Pad, orange, bone shaped",24,5.95,,,0
PFC-APPHG,"PFC Exterior Blue Handle Black Face Handi Grip Applicator, 5 x 2.5 inch, 24 per case","PFC Exterior Blue Handle Black Face Handi Grip Applicator, 5 x 2.5 inch",24,7.5,,,0
PFC-APPL,"PFC Microfiber Large Blue Applicator, 4 x 6 inch, 24 per case","PFC Microfiber Large Blue Applicator, 4 x 6 inch",24,4.95,,,0
PFC-APPS-2,"PFC Microfiber Blue Perl Small Applicators, 4 x 5 x 1 inch, Pkg/2, 24 per case","PFC Microfiber Blue Perl Small Applicators, 4 x 5 x 1 inch, Pkg/2",24,3.25,,,0
PFC-FWA,"Round Foam Wax Applicator, Yellow Small","Round Foam Wax Applicator, Yellow Small",24,1.55,,,0
PFC-FWA-25,"Round Foam Wax Applicator, Yellow Small, pkg/25, 4 per case","Round Foam Wax Applicator, Yellow Small, pkg/25",4,32,,,0
PFC-FWA-100,"Round Foam Wax Applicator, Yellow Small, pkg/100, 4 per case","Round Foam Wax Applicator, Yellow Small, pkg/100",24,132,,,0
PFC-TDA-100,"PFC Tire Swipe Applicator, Pkg/100, 4 per case","PFC Tire Swipe Applicator, Pkg/100",4,248,,,0
PFC-TDA-2,"PFC Tire Swipe Applicator, Pkg/2, 24 per case","PFC Tire Swipe Applicator, Pkg/2",24,5.25,,,0
PFC-TDA-25,"PFC Tire Swipe Applicator, Pkg/25, 4 per case","PFC Tire Swipe Applicator, Pkg/25",4,63,,,0
,Dual Action Polisher & Pads,,,,,,0
UDM-PCDA-XP,"UDM by Porter Cable Dual Action Polisher  7424XP, 4 per case",UDM by Porter Cable Dual Action Polisher  7424XP,4,149,,,0
UDM-BP4,"UDM Connector 3.0 Backing Plate 5/16-24 Threads 3.5 inch, 24 per case",UDM Connector 3.0 Backing Plate 5/16-24 Threads 3.5 inch,24,14.25,,,0
UDM-BP5,"UDM Connector, 5.0 DA Backing Plate 5/16-24 Threads 5 inch, 24 per case","UDM Connector, 5.0 DA Backing Plate 5/16-24 Threads 5 inch",24,18.95,,,0
UDM-BP6,"UDM Connector, 6.0 DA Backing Plate 5/16-24 Threads 6 inch, 24 per case","UDM Connector, 6.0 DA Backing Plate 5/16-24 Threads 6 inch",24,18.95,,,0
UDM-MB6-2,"UDM Microfiber Buffing Bonnet, Pkg/2, 12 per case (colors may vary)","UDM Microfiber Buffing Bonnet, Pkg/2",12,7.5,,,0
SON-DASBON6-2,"Sonus Buffing Bonnet Pkg/2, 24 per case (color may vary)",Sonus Buffing Bonnet Pkg/2,24,11,,,0
SON-SFX-1FP,"Sonus SFX-1 Restore Scratch Remover Foam Polishing Pad, Yellow, 6 inch, 12 per case","Sonus SFX-1 Restore Scratch Remover Foam Polishing Pad, Yellow, 6 inch",12,12.95,,,0
SON-SFX-1SP,"Sonus SFX-1 Restore Scratch Remover Foam Polishing Pad, Yellow, 4 inch, 12 per case","Sonus SFX-1 Restore Scratch Remover Foam Polishing Pad, Yellow, 4 inch",12,6.95,,,0
SON-SFX-2FP,"Sonus SFX-2 Enhance White Swirl Remover Foam Polishing Pad, 6 inch, 12 per case","Sonus SFX-2 Enhance White Swirl Remover Foam Polishing Pad, 6 inch",12,12.95,,,0
SON-SFX-2SP,"Sonus SFX-2 Enhance White Swirl Remover Foam Polishing Pad, 4 inch, 12 per case","Sonus SFX-2 Enhance White Swirl Remover Foam Polishing Pad, 4 inch",12,6.95,,,0
SON-SFX-3FP,"Sonus SFX-3 Final Finish Swirl Free Foam Finishing Pad,  6 inch, Orange, , 12 per case","Sonus SFX-3 Final Finish Swirl Free Foam Finishing Pad,  6 inch, Orange, ",12,12.95,,,0
SON-SFX-3SP,"Sonus SFX-3 Final Finish Spot Pad, Swirl Free Foam Finishing Pad, 4 inch, Orange, 12 per case","Sonus SFX-3 Final Finish Spot Pad, Swirl Free Foam Finishing Pad, 4 inch, Orange",12,6.95,,,0
SON-SFX-4FP,"Sonus SFX-4 Seal and Protect Final Gloss Soft Foam Sealing Pad, Charcoal 6 inch, 12 per case","Sonus SFX-4 Seal and Protect Final Gloss Soft Foam Sealing Pad, Charcoal 6 inch",12,12.95,,,0
SON-SFX-4SP,"Sonus SFX-4 Seal and Protect Final Gloss Soft Foam Sealing Pad, Charcoal, 4 inch, 12 per case","Sonus SFX-4 Seal and Protect Final Gloss Soft Foam Sealing Pad, Charcoal 4 inch",12,6.95,,,0
SON-SFXPAD-KIT,"Sonus SFX Foam Pad Kit, 4 per case",Sonus SFX Foam Pad Kit,4,43.95,,,0
SON-UDMSFX-KIT,"Sonus SFX Ultimate Detailing Machine by Porter Cable Car Polisher Kit, 4 per case",Sonus SFX Ultimate Detailing Machine by Porter Cable Car Polisher Kit,4,253.15,,,0
,Circular Polisher/Buffer,,,,,,0
UDM-MVSP,"UDM  by Makita, Variable Speed Polisher 9227SP, 4 per case","UDM  by Makita, Variable Speed Polisher 9227SP",4,249,,,0
UDM-BP7,"UDM Connector 7.0  Backing Plate, 5/8–11 Threads 7 inch, 24 per case","UDM Connector 7.0  Backing Plate, 5/8–11 Threads 7 inch",24,22.75,,,0
UDM-DSA,"UDM Double side pad adaptor, 5/8 inch -11 Metal Threads, 24 per case","UDM Double side pad adaptor, 5/8 inch -11 Metal Threads",24,8.95,,,0
UDM-9FCP,"UDM Cyclone 9.0 Yellow Foam Compounding Pad, 9 inch, 12 per case","UDM Cyclone 9.0 Yellow Foam Compounding Pad, 9 inch",12,14.75,,,0
UDM-9FFP,"UDM Achiever 9.0 Blue Foam Finishing Pad, 9 inch, 12 per case","UDM Achiever 9.0 Blue Foam Finishing Pad, 9 inch",12,14.75,,,0
UDM-9WBP-DS,"UDM Viper 9.0 White Wool Double Sided Buffing Pad, 9 inch, 1.5 inch pile, 12 per case","UDM Viper 9.0 White Wool Double Sided Buffing Pad, 9 inch, 1.5 inch pile",12,26.95,,,0
UDM-9WBP-SS,"UDM Avenger 9.0 White Wool Single Sided Buffing  Pad, 9 inch, 1.25 pile, 12 per case","UDM Avenger 9.0 White Wool Single Sided Buffing  Pad, 9 inch, 1.25 pile",12,16.25,,,0
UDM-9WFP-DS,"UDM Stealth 9.0 Yellow Wool Double Sided Finishing Pad 9 inch, 1.5 inch pile, 12 per case","UDM Stealth 9.0 Yellow Wool Double Sided Finishing Pad 9 inch, 1.5 inch pile",12,29.5,,,0
UDM-9WFP-SS,"UDM Challenger 9.0 Yellow Wool Single Sided Wool Finishing Pad, 9 inch, 12 per case","UDM Challenger 9.0 Yellow Wool Single Sided Wool Finishing Pad, 9 inch",12,15.25,,,0
,Mitts & Sponges,,,,,,0
SON-WOOLMITT,"Sonus Ultimate Wool Wash Mitt, No Thumb, 24 per case","Sonus Ultimate Wool Wash Mitt, No Thumb",24,18.5,,,0
CR-45604AS,"Carrand Premium Body Sponge, 12 per case",Carrand Premium Body Sponge,12,7.6,,,0
,Buckets,,,,,,0
SON-PROBUCKET,"Sonus Professional Bucket, case of 3",Sonus Professional Bucket,3,89.95,,,0
PFC-GGI-GRITGUARD-RED,"Red Grit Guard Insert, 12 per case",Red Grit Guard Insert,12,9.99,,,0
,Towels,,,,,,0
SON-550,"Sonus Microfiber Towel and Foam Pad Wash, 16.9 oz, 12 per case",Sonus Microfiber Towel and Foam Pad Wash,12,9.5,,,0
SON-DWBT-2,"Sonus Microfiber Buffing Towel, white w/ red satin edging, 16 inch x 16 inch, Pkg/2, 24 per case",Sonus Microfiber Buffing Towel,24,12,,,0
SON-DWDT-2,"Sonus Microfiber Drying Towel, blue w/  blue satin edging, 25” by 36”, Pkg/2, case 24",Sonus Microfiber Drying Towel,24,32,,,0
SON-DWPT-2,"Sonus Der Wunder Microfiber Polishing Towel, green, 16' x 16', pkg/2, case 24",Sonus Microfiber Polishing Towel,24,10,,,0
SON-DWTRIO,"Sonus Der Wunder Towel Trio, 9 per case",Sonus Der Wunder Towel Trio,9,45.95,,,0
PFC-MCT-12,"PFC Microfiber Cleaning and Detailing Blue Towel, 16 inch x 16 inch, Pkg/12, 6 per case","PFC Microfiber Cleaning and Detailing Blue Towel, 16 inch x 16 inch, Pkg/12",6,27.25,,,0
PFC-MCT-24,"PFC Microfiber Cleaning and Detailing Blue Towel, 16 inch x 16 inch, Pkg/24, 6 per case","PFC Microfiber Cleaning and Detailing Blue Towel, 16 inch x 16 inch, Pkg/14",6,52.1,,,0
PFC-MDT-2,"PFC Microfiber Blue Perl Drying Towel, Blue Edge, 24 inch x 36 inch, Pkg/2, 6 per case","PFC Microfiber Blue Perl Drying Towel, Blue Edge, 24 inch x 36 inch, Pkg/2",6,25.9,,,0
PFC-MDT-12,"PFC Microfiber Blue Perl Drying Towel, Blue Edge, 24 inch x 36 inch, Pkg/12, 6 per case","PFC Microfiber Blue Perl Drying Towel, Blue Edge, 24 inch x 36 inch, Pkg/12",6,145,,,0
PFC-MIDT-2,"PFC Interior Detailing Towel, Yellow, Red Silk Border, Pkg/2, 6 per case","PFC Interior Detailing Towel, Yellow, Red Silk Border, Pkg/2",6,11.9,,,0
PFC-MPT-12,"PFC Polishing White Towel, 16 inch X 24 inch, Blue Edge, Plush Pile, Pkg/12, 6 per case","PFC Polishing White Towel, 16 inch X 24 inch, Blue Edge, Plush Pile, Pkg/12",6,102.8,,,0
PFC-MPT-24,"PFC Polishing White Towel, 16 inch X 24 inch, Blue Edge, Plush Pile, Pkg/24, 6 per case","PFC Polishing White Towel, 16 inch X 24 inch, Blue Edge, Plush Pile, Pkg/24",6,197,,,0
PFC-MWT-2,"PFC Microfiber Window Gold Towel,16 inch x 16 inch, Edgeless, Pkg/2, 6 per case","PFC Microfiber Window Gold Towel,16 inch x 16 inch, Edgeless, Pkg/2",6,8.8,,,0
PFC-MWT-6,"PFC Microfiber Window Gold Towel,16 inch x 16 inch, Edgeless, Pkg/6, 6 per case","PFC Microfiber Window Gold Towel,16 inch x 16 inch, Edgeless, Pkg/6",6,24,,,0
PFC-MWT-12,"PFC Microfiber Window Gold Towel,16 inch x 16 inch, Edgeless, Pkg/12, 6 per case","PFC Microfiber Window Gold Towel,16 inch x 16 inch, Edgeless, Pkg/6",6,46,,,0
ULT-200,"Ultima White w/ Blue Edge Buffing Towel, 16  X 24 inch, 24 per case","Ultima White w/ Blue Edge Buffing Towel, 16  X 24 inch",24,10.5,,,0
CR-45606AS,"Carrand 'Microfiber MAX' Soft Touch Detailing Towel, 12 per case",Carrand 'Microfiber MAX' Soft Touch Detailing Towel,12,7.95,,,0
,Brushes,,,,,,0
CR-92010,"Carrand Deluxe Wheel Brush, 6 per case",Carrand Deluxe Wheel Brush,6,12.5,,,0
CR-92012,"Carrand Deluxe Wheel & Brake Dust Remover Brush, 6 per case",Carrand Deluxe Wheel & Brake Dust Remover Brush,6,10.95,,,0
CR-92018,"Carrand Grip Tech  Interior Brush, 6 per case",Carrand Grip Tech  Interior Brush,6,7.95,,,0
CR-92025,"Carrand Deluxe Soft Bristle Easy Grip Handle Brush, 12 per case",Carrand Deluxe Soft Bristle Easy Grip Handle Brush,12,11.95,,,0
CR-92036,"Carrand Deluxe Wheel and Bumper Brush, 12 per case",Carrand Deluxe Wheel and Bumper Brush,12,11.95,,,0
CR-92049,"Carrand 2 in 1 Detail Brush Set, 12 per case",Carrand 2 in 1 Detail Brush Set,12,6.95,,,0
CR-93010,"Carrand Screen & Instrument Panel Cleaning Kit, 12 per case",Carrand Screen & Instrument Panel Cleaning Kit,12,6.95,,,0
CR-97370AS,"Carrand Microfiber Dusting Wand, 6 per case",Carrand Microfiber Dusting Wand,6,11.95,,,0
MBM-15,"Interior Vent Brush, 1 inch Round Detail, 12 per case","Interior Vent Brush, 1 inch Round Detail",12,6.25,,,0
MBM-16,"Concours Interior Small Detailing Brush, 12 per case",Concours Interior Small Detailing Brush,12,3.15,,,0
MBM-167,"White Stiff Bristle Hand Scrub Brush, 12 per case",White Stiff Bristle Hand Scrub Brush,12,4.05,,,0
MBM-186G,"Bi-Level Scrub Green Flag Brush, 12 per case",Bi-Level Scrub Green Flag Brush,12,16.1,,,0
MBM-239,"Detail Brush, 3/4 inch Trim, Natural Bristle/Plastic, Red Handle, 24 per case","Detail Brush, 3/4 inch Trim, Natural Bristle/Plastic, Red Handle",24,0.95,,,0
