People QuickFacts,Sanilac County,Michigan
"Population, 2013 estimate    ","41,823","9,895,622"
"Population, 2010 (April 1) estimates base    ","43,114","9,883,701"
"Population, percent change, April 1, 2010 to July 1, 2013    ",-3.0%,0.1%
"Population, 2010    ","43,114","9,883,640"
"Persons under 5 years, percent, 2013    ",5.3%,5.8%
"Persons under 18 years, percent, 2013    ",22.4%,22.7%
"Persons 65 years and over, percent, 2013    ",19.1%,15.0%
"Female persons, percent, 2013    ",50.3%,50.9%
,,
"White alone, percent, 2013 (a)    ",97.5%,80.1%
"Black or African American alone, percent, 2013 (a)    ",0.5%,14.3%
"American Indian and Alaska Native alone, percent, 2013 (a)    ",0.6%,0.7%
"Asian alone, percent, 2013 (a)    ",0.4%,2.7%
"Native Hawaiian and Other Pacific Islander alone, percent, 2013 (a)    ",Z,Z
"Two or More Races, percent, 2013    ",1.1%,2.2%
"Hispanic or Latino, percent, 2013 (b)    ",3.7%,4.7%
"White alone, not Hispanic or Latino, percent, 2013    ",94.2%,76.1%
,,
"Living in same house 1 year & over, percent, 2009-2013    ",90.8%,85.3%
"Foreign born persons, percent, 2009-2013    ",1.1%,6.1%
"Language other than English spoken at home, pct age 5+, 2009-2013    ",3.7%,9.1%
"High school graduate or higher, percent of persons age 25+, 2009-2013    ",86.8%,88.9%
"Bachelor's degree or higher, percent of persons age 25+, 2009-2013    ",11.4%,25.9%
"Veterans, 2009-2013    ","3,205","672,213"
"Mean travel time to work (minutes), workers age 16+, 2009-2013    ",27.8,24
"Housing units, 2013    ","22,495","4,525,141"
"Homeownership rate, 2009-2013    ",80.8%,72.1%
"Housing units in multi-unit structures, percent, 2009-2013    ",6.5%,17.9%
"Median value of owner-occupied housing units, 2009-2013    ","$96,500","$121,700"
"Households, 2009-2013    ","16,329","3,823,280"
"Persons per household, 2009-2013    ",2.58,2.5300000000000002
"Per capita money income in past 12 months (2013 dollars), 2009-2013    ","$20,713","$25,681"
"Median household income, 2009-2013    ","$40,478","$48,411"
"Persons below poverty level, percent, 2009-2013    ",16.8%,16.8%
,,
Business QuickFacts,Sanilac County,Michigan
"Private nonfarm establishments, 2012    ",854,"217,440"
"Private nonfarm employment, 2012    ","7,821","3,468,089"
"Private nonfarm employment, percent change, 2011-2012    ",3.5%,2.6%
"Nonemployer establishments, 2012    ","3,128","687,629"
,,
"Total number of firms, 2007    ","3,920","816,972"
"Black-owned firms, percent, 2007    ",F,8.9%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.7%
"Asian-owned firms, percent, 2007    ",F,2.6%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",S,1.3%
"Women-owned firms, percent, 2007    ",25.7%,30.4%
,,
"Manufacturers shipments, 2007 ($1000)    ","595,097","234,455,768"
"Merchant wholesaler sales, 2007 ($1000)    ","174,871","107,109,349"
"Retail sales, 2007 ($1000)    ","300,913","109,102,594"
"Retail sales per capita, 2007    ","$6,918","$10,855"
"Accommodation and food services sales, 2007 ($1000)    ","30,192","14,536,648"
"Building permits, 2012    ",16,"11,692"
,,
Geography QuickFacts,Sanilac County,Michigan
"Land area in square miles, 2010    ",962.57,"56,538.90"
"Persons per square mile, 2010    ",44.8,174.8
FIPS Code    ,151,26
Metropolitan or Micropolitan Statistical Area    ,None, 
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
