ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME
Katrien,Verstuyft,BEL,6,00:19:33,00:01:36,01:10:00,00:00:20,00:37:06,1,02:08:38
Irina,Abysova,RUS,1,00:19:05,00:01:35,01:10:30,00:00:24,00:37:25,2,02:09:02
Danne,Boterenbrood,NED,12,00:19:06,00:01:36,01:08:35,00:00:27,00:39:25,3,02:09:11
Kaisa,Lehtonen,FIN,5,00:20:11,00:01:36,01:09:25,00:00:24,00:38:23,4,02:10:00
Inna,Tsyganok,RUS,3,00:19:07,00:01:33,01:10:31,00:12:35,00:26:29,5,02:10:18
Zita,Szabo,HUN,2,00:20:10,00:01:37,01:09:22,00:00:24,00:40:07,6,02:11:41
Michelle,Vesterby,DEN,8,00:19:33,00:00:00,00:00:00,00:00:20,00:40:43,7,02:12:12
Fanny,Beisaron,ISR,16,00:19:07,00:01:34,01:10:30,00:00:20,00:41:04,8,02:12:39
Liubov,Polyanskaya,RUS,7,00:19:08,00:01:34,01:10:29,00:00:30,00:42:12,9,02:13:55
Maria,Pytel,POL,11,00:19:09,00:01:35,01:10:25,00:00:25,00:44:00,10,02:15:36
Olesya,Prystayko,UKR,4,00:21:26,00:01:34,01:12:58,00:00:24,00:39:49,11,02:16:12
Gili,Richman,ISR,15,00:21:25,00:01:37,01:17:10,00:00:26,00:45:08,12,02:25:51
