People QuickFacts,Buda,Texas
"Population, 2011 estimate    ","7,682","25,631,778"
"Population, 2010 (April 1) estimates base    ","7,343","25,145,561"
"Population, percent change, April 1, 2010 to July 1, 2011    ",4.6%,1.9%
"Population, 2010    ","7,295","25,145,561"
"Persons under 5 years, percent, 2010    ",9.9%,7.7%
"Persons under 18 years, percent, 2010    ",30.4%,27.3%
"Persons 65 years and over, percent,  2010    ",6.8%,10.3%
"Female persons, percent, 2010    ",51.7%,50.4%
,,
"White persons, percent, 2010 (a)    ",84.5%,70.4%
"Black persons, percent, 2010 (a)    ",2.9%,11.8%
"American Indian and Alaska Native persons, percent, 2010 (a)    ",0.4%,0.7%
"Asian persons, percent, 2010 (a)    ",1.2%,3.8%
"Native Hawaiian and Other Pacific Islander, percent, 2010 (a)    ",Z,0.1%
"Persons reporting two or more races, percent, 2010    ",3.2%,2.7%
"Persons of Hispanic or Latino origin, percent, 2010 (b)    ",35.4%,37.6%
"White persons not Hispanic, percent, 2010    ",59.2%,45.3%
,,
"Living in same house 1 year & over, percent, 2007-2011    ",79.2%,82.1%
"Foreign born persons, percent, 2007-2011    ",4.6%,16.2%
"Language other than English spoken at home, percent age 5+, 2007-2011    ",18.7%,34.4%
"High school graduate or higher, percent of persons age 25+, 2007-2011    ",92.5%,80.4%
"Bachelor's degree or higher, percent of persons age 25+, 2007-2011    ",30.6%,26.1%
"Veterans, 2007-2011    ",470,"1,618,413"
"Mean travel time to work (minutes), workers age 16+, 2007-2011    ",31.9,24.8
,,
"Housing units, 2010    ","2,630","9,977,436"
"Homeownership rate, 2007-2011    ",81.5%,64.5%
"Housing units in multi-unit structures, percent, 2007-2011    ",3.0%,24.0%
"Median value of owner-occupied housing units, 2007-2011    ","$184,800","$126,400"
"Households, 2007-2011    ","2,312","8,667,807"
"Persons per household, 2007-2011    ",3,2.79
"Per capita money income in the past 12 months (2011 dollars), 2007-2011    ","$28,161","$25,548"
"Median household income, 2007-2011    ","$74,535","$50,920"
"Persons below poverty level, percent, 2007-2011    ",5.9%,17.0%
,,
Business QuickFacts,Buda,Texas
"Total number of firms, 2007    ",F,"2,164,852"
"Black-owned firms, percent, 2007    ",F,7.1%
"American Indian- and Alaska Native-owned firms, percent, 2007    ",F,0.9%
"Asian-owned firms, percent, 2007    ",F,5.3%
"Native Hawaiian and Other Pacific Islander-owned firms, percent, 2007    ",F,0.1%
"Hispanic-owned firms, percent, 2007    ",F,20.7%
"Women-owned firms, percent, 2007    ",F,28.2%
,,
"Manufacturers shipments, 2007 ($1000)    ",,"593,541,502"
"Merchant wholesaler sales, 2007 ($1000)    ",,"424,238,194"
"Retail sales, 2007 ($1000)    ",,"311,334,781"
"Retail sales per capita, 2007    ",,"$13,061"
"Accommodation and food services sales, 2007 ($1000)    ",,"42,054,592"
,,
Geography QuickFacts,Buda,Texas
"Land area in square miles, 2010    ",5.36,"261,231.71"
"Persons per square mile, 2010    ","1,360.8",96.3
FIPS Code    ,11080,48
Counties    ,"Hays County
 ",
,,
(a) Includes persons reporting only one race.,,
"(b) Hispanics may be of any race, so also are included in applicable race categories.",,
FN: Footnote on this item for this area in place of data,,
NA: Not available,,
D: Suppressed to avoid disclosure of confidential information,,
X: Not applicable,,
S: Suppressed; does not meet publication standards,,
Z: Value greater than zero but less than half unit of measure shown,,
F: Fewer than 100 firms,,
Source: US Census Bureau State & County QuickFacts,,
